kode_user,message,clean_text,severity,predicted_severity
KT0861,Saya transfer lewat BCA GK bisa,transfer bca gk,1,1
KN0552,Kesulitan pas daftar masuk,sulit pas daftar masuk,1,1
KT0861,KLO transfer bisa gk,transfer gk,1,1
KN0525,Menurut sy cukup bagus ..yg biasanya kalau sy tlp dr jemuran diats lantai dua itu sering terputus tapi pake Naratel bagus gak lemot ..makasih Naratel ..smg semakin bagus & maju,bagus telepon dr jemur diats lantai putus pakai naratel bagus gak lambat terima kasih naratel smg bagus maju,2,2
JT0281,Hari ini gangguan lagi,ganggu,2,2
GJ0325,Mau tanya paket superstar,paket superstar,1,1
KM0727,sudah  jatuh  tempo  hari  ini tgl  21  sept... sy blm    bisa  cara  bayarnya... biasanya sy   byr  dr  m  banking  BRI .. kok skrg  bayar  tagihan  wifi  dipersulit,jatuh tempo tanggal september belum bayar bayar dr m banking bri skrg bayar tagih wifi sulit,1,1
JT0415,Saya mau bayar VA tidak bisa,bayar va tidak,1,1
KM0270,"selamat pg... bs minta tolong servernya di-restart utk jaringan di rmh saya ya,krn bbrp hr ini *sangat lemot* utk internetnya...🙏  *Dwi Wasis Pramono,Pesona Candi Permai 3 blok V-30,KM0270*",selamat pg servernya restart jaring rumah iya bbrp lambat internetnya dwi wasis pramono pesona candi permai blok v,2,2
KM1725,"Mau tanya, untuk pemasangan baru biaya berapa ka",pasang biaya kakak,1,1
KM0727,ya  ini  minta  tolong  tetangga .. bulan depan  sy  bayar  ke kantor  naratel sj bisa ya,iya tetangga bayar kantor naratel iya,1,1
KN0552,Jadi pembayaran nambah berapa,bayar nambah,1,1
KP1502,Kak mau bayar tagihan kq g bisa di tf y,kak bayar tagih kq g tf,1,1
KP1502,Bayarnya harus lewat aplikasi ya kalau tf lngsng g bisa ta,bayar aplikasi iya tf lngsng g ta,1,1
KP1502,Soalnya yg bln kemaren saya tf ke rekening BRI,tf rekening bri,1,1
KM0270,"mhn _*solusinya*_, saat ini jaringan Kapten Naratel di rmh sy *semakin lemot*,utk buka status WA sj lemot banget, Terima Kasih.",mohon solusi jaring kapten naratel rumah lambat buka status wa lambat banget terima kasih,2,2
KD0074,mau bayar wifi kode kenarin gk bisa,bayar wifi kode kenarin gk,1,1
KI3233,"Uang tagihan tak titipkan ke mas amin, apa belum di bayarkan kah",uang tagih tidak titip mas amin belum bayar,1,1
KP1502,Terus kalau mau bayar lewat m banking jatim bisa apa nggak,bayar m banking jatim tidak,1,1
KD0074,siap bayar di sini ya,bayar iya,1,1
KI0828,Mohon info harga mulai 5 mbbs,mohon informasi harga mbbs,1,1
KP1502,Sampean tinggal kirimkan VA BRI biar lngsng saya bayar mbak,sampean kirim va bri biar lngsng bayar mbak,1,1
KP0080,"Selamat pagi, Kak mochammad hidayatullah ID Pelanggan KP0080  Saya Akbar, Field Support dari Kapten Naratel, ingin  melakukan kunjungan ke lokasi Kakak untuk menjelaskan  mengenai aplikasi baru Kapten Naratel. Dalam kunjungan ini, kami ingin memperkenalkan fitur Turbo,  di mana Kakak berkesempatan mendapatkan GRATIS +5  Mbps tambahan!    Tanggal: 21 September 2025 Estimasi Waktu: diantara 09.00-17.00  Mohon konfirmasi kesediaannya untuk menerima kunjungan  dari kami.  Terima kasih banyak atas perhatian dan waktunya   Salam, Akbar Field Support – Kapten Naratel",selamat pagi kak mochammad hidayatullah id langgan kp akbar field support kapten naratel kunjung lokasi kakak aplikasi kapten naratel kunjung kenal fitur turbo kakak sempat gratis mbps tambah tanggal september estimasi mohon konfirmasi sedia terima kunjung terima kasih perhati salam akbar field support kapten naratel,1,1
KP0600,Sdh sy bayar y,sdh bayar,1,1
"KD0758, KD0968",kok ga ada tagihan masuk ya kak biasanya dr cs ada pemberitahuan,ga tagih masuk iya kak dr cs pemberitahuan,1,1
KN0480,Kl mau ganti Password caranya bgmn kak?,ganti password kak,1,1
KM1438,Knp kok lemot wifi nya udah bbrp hari,lambat wifi nya bbrp,2,2
KD0590,Di roti micki mulai tadi malam lemot sekali,roti micki malam lambat,2,2
KP0586,"Ya kak,mau bayar tp blm dpt VA",iya kak bayar belum va,1,1
"KD0758, KD0968",Sudah ku tf kak☝️🙏,ku tf kak,1,1
KM1486,Kalau bayar lewat aplikasi dana bisa kak? Trs gimana caranya?,bayar aplikasi dana kak,1,1
KM1727,Boleh minta tolong kak untuk cek siapa. Aja. Yang pakei wifi🙏,kak cek pakei wifi,1,1
KD0074,Halo! Saya sudah transfer ke rekening bank BRIVA kamu sejumlah Rp177.500 lewat Flip.  Mau ikutan hemat biaya transfer?  Download Flip di https://flip.id/s/rfafn6629,halo transfer rekening bank briva rp flip ikut hemat biaya transfer download flip,1,1
GJ0295,Permisi internet mati,permisi internet mati,2,2
KI0409,Alhamdulillah sdh selesaikan teknisi jaringan yang putus. Terima kasih 👍,alhamdulillah sdh selesai teknisi jaring putus terima kasih,2,1
KP2247,Apakah bisa pasang wifi,pasang wifi,1,1
JT1045,Mau tanya ini internetnya kenapa lemot ya?,internetnya lambat iya,2,2
KI0975,Halo! Saya sudah transfer ke rekening bank BRIVA kamu sejumlah Rp113.500 lewat Flip.  Mau ikutan hemat biaya transfer?  Download Flip di https://flip.id/s/rkrhv8291,halo transfer rekening bank briva rp flip ikut hemat biaya transfer download flip,1,1
KI2415,Pembayaran tagihan koq tambah rumit sekarang,bayar tagih rumit,1,1
KP2247,Berapa biaya pemasangan nya,biaya pasang nya,1,1
AT0013,Cek tagihan berapa ya,cek tagih iya,1,1
KT1479,kk ini knp wifi lemot bgt ya,kakak wifi lambat banget iya,2,2
KN0552,Tagihan wifi 3 hari lagi kh,tagih wifi kh,1,1
KI0975,"Sudah kami bayar ya kak, mungkin bisa dibantu utk dibuka blokirnya",bayar iya kak bantu buka blokir,1,1
"EDKD0002, EDKD0006, STKD0001, STKD0002","Dear Sobat Kapten,  ID Pelanggan: EDKD0002 Nama: Putri Wulandari  Kenz Cafe Paket: 20 Mbps Jatuh Tempo: 20 September 2025 Total Tagihan: Rp 603.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000011559 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",dear sobat kapten id langgan edkd nama putri wulandari kenz cafe paket mbps jatuh tempo september total tagih rp ppn biaya layan nomor va bca bayar rekening bank bca note butuh metode bayar alfamart indomaret bank sila instal aplikasi kapten naratel september notifikasi kirim aplikasi tidak whatsapp nomor va bca tidak ubah unduh aplikasi kapten naratel play store pandu instalasi aplikasi pandu bayar aplikasi alami kendala instalasi bayar sila hubung customer service kapten naratel terima kasih,1,1
KT1317,Apakah Bisa pasang wifi besok kak,pasang wifi besok kak,1,1
KD1824,"selamat pagi mau konfirmasi, nanti jadi pemasangan wifi ya kak? jam 4",selamat pagi konfirmasi pasang wifi iya kak jam,1,1
JT0168,Selamat malam kak. Apakah ada gangguan?,selamat malam kak ganggu,2,2
"KM3154, KP0004","Hallo kak , mau bayar wifi via online",hallo kak bayar wifi via online,1,1
KI2581,Cara bayar pakai aplikasi bagaimana,bayar pakai aplikasi,1,1
KP2247,Yg paket 5mbps aja kak,paket mbps kak,1,1
"KM3154, KP0004",KP0004 Nama : M Irman Muntasor Paket : 5 Mbps,kp nama m irman muntasor paket mbps,1,1
KD1824,baik kak saya mau konfirmasi kalau saya baru di lokasi jam 4 sore,kak konfirmasi lokasi jam sore,1,1
"KM3154, KP0004",Tf bri aja yaa kak,tf bri yaa kak,1,1
KP2252,Yg paket superstar 15 Mbps,paket superstar mbps,1,1
KD0865,"Gangguan kah? Signal on off, tidak stabil",ganggu signal on off tidak stabil,2,2
KI1686,Cuma masih lemot kak,lambat kak,2,2
KT1970,"Sudah di tf iya kk, terimakasih🙏",tf iya kakak terimakasih,1,1
JT0168,Kira kira sampai jam berapa kak?,jam kak,1,1
JT0281,Wifi masih mati,wifi mati,2,2
KI3281,Kakak boleh minta info...apa sdh waktunya saya bayar bulanan?,kakak informasi sdh bayar bulan,1,1
JT0281,Apakah sering gangguan sekarang naratel,ganggu naratel,2,2
KT1317,Apakah Bisa pasang besok kak🙏,pasang besok kak,1,1
"KN0436, KN0623, KN0624",Apa bisa pasang sekarang,pasang,1,1
KM1725,Saya ambil yg 100mbps dan langsung bayar 3 bulan. Terus pemasangannya hari apa ka,ambil mbps bayar pasang kakak,1,1
"KN0436, KN0623, KN0624",TF aja kakk,tf kakk,1,1
STKP0027,"Cek lokasi kak, apakh disini bisa dipasang wifinya",cek lokasi kak apakh pasang wifinya,1,1
STKP0027,Coba cek lupa,coba cek lupa,1,1
STKP0027,Untuk paket reguler juga bgitu brti yyaa,paket reguler bgitu brti yyaa,1,1
STKP0027,Paket wifinya brpa,paket wifinya brpa,1,1
KI0655,Kak cara bayar di Alfa bagaimana,kak bayar alfa,1,1
KN0331,mau turunkan paket mulai bulan depan bisa ya konfirmasi dulu,turun paket iya konfirmasi,1,1
KT1108,hallo kak. mau nanya2 info harga pasang baru sekarang brpa ya kak? 🙏😇 apa sdh ada server/jaringan untuk wilayah daerah JL ikan nila ya kak? 😇🙏,hallo kak informasi harga pasang brpa iya kak sdh server jaring wilayah daerah jl ikan nila iya kak,1,1
KT1108,"baik kak, soalnya kan kakak saya baru pindah rumah ke jl ikan nila, terus nanya2 mau pasang wifi kak 🙏",kak kakak pindah rumah jl ikan nila pasang wifi kak,1,1
KM1323,Apakah wifi  ada perbaikan Dari tadi pagi lemot banget,wifi baik pagi lambat banget,2,2
KT1108,ini masih promo free instalasi kak?,promo free instalasi kak,1,1
KI1112,"selamat malam, boleh minta tolong dibantu cek jaringan wifinya? karena sama sekali ngga bisa dipake buat buka sosmed maupun untuk chat wa, terimakasih",selamat malam bantu cek jaring wifinya tidak dipake buka sosmed chat wa terimakasih,1,1
STKD0017,"mohon maaf sepertinya belum dulu kak, karena rencana awal mau ambil paket superstar, ternyata masih belum bisa ya di daerah rumah saya 🙏🏻",mohon maaf belum kak rencana ambil paket superstar belum iya daerah rumah,1,1
KM1323,Dari tadi pagi lemot Wi-Fi nya,pagi lambat wi fi nya,2,2
AT0025,Kok internet nya mati ya,internet nya mati iya,2,2
KN0089,Ini berati gak bisa nyala lagi skrng?,berat gak nyala skrng,1,1
KT2102,Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan:KJ1174 Nama: Halili Alasan Berhenti Berlangganan: Lokasi pindah Jadwal Pengambilan Modem:  Jam: Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,aju henti langgan proses lengkap data id langgan kj nama halili alas henti langgan lokasi pindah jadwal ambil modem jam sharelocation isi form proses mohon henti langgan terima kasih percaya layan,4,4
KI1599,"Maw Minta Virtual Akun Untuk Pembayaran Tagihan Wifi, Atas Nama, Mawu Koda🙏",maw virtual akun bayar tagih wifi nama mawu koda,1,1
KI1599,Sdah Bayar Kak,sdah bayar kak,1,1
KJ0610,iya di cek in dong mba kok lemot knp,iya cek in mbak lambat,2,1
KM1175,Posisi adaptor dibtembok tinggi maaf belum bisa cabut. Apakah bisa d bantu restart disistem jaringan?,posisi adaptor dibtembok maaf belum pergi bantu restart sistem jaring,4,1
KT1317,Sekalian datang pasang wifi nya besok,pasang wifi nya besok,1,1
KT1317,Saya bayar tunai ya kak,bayar tunai iya kak,1,1
KJ0610,kok wifinya mati mba,wifinya mati mbak,2,2
KD0596,Maaf coba d cek apa pmbayarn tagihn saya sdh berhasil..?,maaf coba cek pmbayarn tagihn sdh hasil,1,1
KJ0610,mba kok mati total ini,mbak mati total,2,2
JT0668,Kak itu saya sudah bayar kok ini saya cek masih 1 hari lgi,kak bayar cek,1,1
KD1680,Pasang Baru wifi mohon cek jaringan,pasang wifi mohon cek jaring,1,1
KD1680,Ini sodara saya yang pasang Baru wifi,sodara pasang wifi,1,1
JT1177,"Kak, misal saya pakek yg superstar berarti nanti bisa beli yg paket 15 mbps ?",kak pakek superstar beli paket mbps,1,1
KD0374,Masi belom bisa  Uda di cabut,mas belum uda pergi,4,1
KM2659,Maaf sdh bayar d indomart,maaf sdh bayar indomart,1,1
KP2246,Bukannya pasang baru gratis kak?? Sudah sesuai prosedur pendaftaran...dan memasukkan kode referral,pasang gratis kak prosedur daftar masuk kode referral,1,1
KP2246,Ohh jadi bayar bulan ini. Bayar didepan,ohh bayar bayar depan,1,1
KM1725,"Kalau habis sholat jum'at gimana ka?soalnya saya ada di jalan cemara, sedangkan yg mau di pasang di perumahan pesona candi 4 blok ah.16",habis sholat jum at kakak jalan cemara pasang rumah pesona candi blok ah,1,1
JT1186,"Halo selamat malam Kak,  Saya mau tanya dulu mengenai paket internet di Kapten Naratel, kira2 apa saja pilihan paketnya, beserta harga & kecepatan yang tersedia?",halo selamat malam kak paket internet kapten naratel pilih paket serta harga cepat sedia,1,1
KT0776,Mau bayar bulan ini Bisa di share VA nya untuk KT0776,bayar share va nya,1,1
KJ0610,ini lemot lagi mba,lambat mbak,2,2
KM2948,Maaf skrg wifi naratel  sinyalnya kok jelek trus ya saben hari muter2 gangguan trus sering gangguan,maaf skrg wifi naratel sinyal jelek trus iya saben muter ganggu trus ganggu,2,2
KT2099,untuk yang paket kapten apakah tidak unlimited ya kak ?,paket kapten tidak unlimited iya kak,1,1
KT2099,untuk biaya pemasangan di tempat saya kena berapa ? atau biaya pembayaran pertama berapa ? jika mau ambil paket yang 10mbps ( paket kapten ),biaya pasang kena biaya bayar ambil paket mbps paket kapten,1,1
KT2099,"saya mau pasang kak, kira kira teknisinya kapan datang ya ?",pasang kak teknisi iya,1,1
KT2099,paket kapten 10mbps 175rb,paket kapten mbps rb,1,1
KT2099,iya kak di daerah tirto taruno,iya kak daerah tirto taruno,2,2
KM1667,Kak no rekening e berapa,kak rekening e,1,1
JT1186,berarti yang seperti pada umumnya di rumah2 pakai paket yang naratel ya kak,rumah pakai paket naratel iya kak,1,1
KP2247,Tunai gpp Tf gpp,tunai tidak apa tf tidak apa,1,1
KN0480,"Pak, saya pengguna atas nama Rudi Winarko, kalau boleh tau password usernya untuk masuk ke web apa ya?",guna nama rudi winarko password usernya masuk web iya,1,1
STKN0015,"Transfer kmna, dan brp lama diinstal stlh daftar?",transfer kmna diinstal daftar,1,1
STKN0015,Kalau misal sy daftar sekarang apakah per 1 Oktober harus bayar lg?,daftar oktober bayar,1,1
STKN0015,Utk kode referal & kode promo diisi apa kak?,kode referal kode promo isi kak,1,1
STKN0015,"Jd klo pasang tgl 22sep, berlaku sampai 21 okt gitu ya kak?",pasang tanggal sep laku okt iya kak,1,1
KM2635,Saya mau bayar lewat bsi,bayar bsi,1,1
KJ0667,Sy bayar pakai alfamart saja,bayar pakai alfamart,1,1
KM0595,Coba tlg di cek,coba tlg cek,1,1
KM1122,Ia sudah di daftarkan..ketika mau transfer yg keluar VA..yang topgrd.,daftar transfer va topgrd,1,1
JT0281,Tiap hari putus nyala,putus nyala,1,1
JT0281,Wifiny putus lagi,wifiny putus,2,2
GI0129,Mau tayak no rekening untuk bayar waifi berapa ya,tayak rekening bayar waifi iya,1,1
STKP0027,"Trus katae tetep ga bisa, ga jadi pasang tapi belom d lepas tapi internet kok langsung d lepas",trus katae tetep ga ga pasang belum lepas internet lepas,1,1
STKN0015,Maaf yg awal saya salah pesan..ganti yg paket 99rb,maaf salah pesan ganti paket rb,1,1
JT0281,Sudah saya pasang kembali,pasang,1,1
KM1122,Alhamdulillah baru bisa.transfer.,alhamdulillah transfer,1,1
KN0353,Pembayaran paling lambat nti malam ya ?,bayar lambat nti malam iya,2,2
JT0281,Sekarang mati lagi,mati,2,2
STKP0027,Tadi aku masang naratel  Sudah ke pasang ternyta baru d jelasin kalo sistem ee kayak vocher an Teruss buat nyambung ke PlayStation katae ga bisa,masang naratel pasang ternyta jelasin sistem ee kayak vocher an teruss nyambung playstation katae ga,1,1
KJ1991,kak mau bayar via bsi,kak bayar via bsi,1,1
KM1824,Internet saya ID Pelanggan : KM1824 a.n Rahmadi dari semalam gangguan sudah saya coba hidupkan dan matikan modem nya internet bisa lagi sebentar terus mati lagi internetnya  Mohon bantuan penyelesaian masalahnya,internet id langgan a rahmadi malam ganggu coba hidup mati modem nya internet sebentar mati internetnya mohon bantu selesai,2,2
JT1177,Tf aja kak,tf kak,1,1
KM2166,Untuk masuk aplikasinya harus daftar akun dulu kah?,masuk aplikasi daftar akun,1,1
KD0772,tf bayar wifi kok eror terus ya,tf bayar wifi eror iya,1,1
KD0772,klo bayar ke bri  nmr reknya berap,bayar bri nomor rek rap,1,1
KT1972,Tapi kok masih bayar kak,bayar kak,1,1
KM2731,Ini mau bayar melalui BRI VA,bayar bri va,1,1
KT1972,Oh begitu ya ..  Soal nya tadi malam saya dapat tagihan .. 🤭🤭🤣😂🙏🙏🙏,iya nya malam tagih,1,1
STKN0015,"Iya maksud sy, klo nambah cctv, itu 50rb itu bayar d awal sj atau + 50 per bulan kak?",iya maksud nambah cctv rb bayar kak,1,1
KI3031,"Dear Sobat Kapten,  ID Pelanggan: KI3031 Nama: Hisyam Rifqi Paket: 10 Mbps Jatuh Tempo: 21 September 2025 Total Tagihan: Rp 178.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000015712",dear sobat kapten id langgan ki nama hisyam rifqi paket mbps jatuh tempo september total tagih rp ppn biaya layan nomor va bca,1,1
KP2099,Mohon info untuk pembayaran saya ditanggal berapa,mohon informasi bayar tanggal,1,1
JT1186,"kalau misal 8 device,  2 device nya buat keperluan edit pake yng paket berapa mbps kak",device device nya perlu edit pakai yng paket mbps kak,1,1
KP2099,Dan mulai bulan berapa Pembayarannya..,bayar,1,1
KJ1453,Sy bayar wifi kog g bisa LG ya kak  utk bln ini  Tolg sy di beritau klo ada perubahan tiap bulannya karena skr yg mbayar atas nama sy Irul Siti Sumarni,bayar wifi g iya kak tolg beritau ubah bulan skr mbayar nama irul siti sumarni,1,1
KJ1453,Apakah no rek  PT Naraya telematika ganti kah kak ? Kog sy mau mbayar di BRI kog bisa masuk kenapa ya kak,rek pt naraya telematika ganti kak mbayar bri masuk iya kak,1,1
KI0796,apakah bisa dibantu untuk id KI0796 nomor yang terdaftar nomor berapa?,bantu id ki nomor daftar nomor,1,1
KJ1453,G  bisa masuk,g masuk,1,1
KD1463,Assalamu'alaikum.. Biasanya setiap bulan  saya bayar via BRIVA sekarang kok diminta lewat BCA?   Saya biasa pakai e-banking BRI atau BRIMO  bagaimana caranya agar saya bisa bayar lewat BRIMO sekarang?,assalamu alaikum bayar via briva bca pakai e banking bri brimo bayar brimo,1,1
KJ1453,No rek nya berapa ya,rek nya iya,1,1
GI0129,Minta no rekening aja mau bayar pakek dana soalnya,rekening bayar pakek dana,1,1
AT0025,Apa sudah waktunya untuk bayar bulanan,bayar bulan,1,1
KT0776,Kan kemarin suruh cek langsung utk VA di aplikasi,suruh cek va aplikasi,1,1
KP1570,Di mulai Harini KLO misal bayar,harini bayar,1,1
KM0822,Minta tolong WA BRI. Saya mau bayar lewat BRI,wa bri bayar bri,1,1
KM0822,Mohon maaf. Saya mau bayar lewat BRI,mohon maaf bayar bri,1,1
KD0682,Kan waktu itu aku pasang masih promo,pasang promo,1,1
KI2857,Saya minta tolong dibantu ganti password aja,bantu ganti password,1,1
KD1142,"Iya ini baru bisa nyala, ada yg kedip²",iya nyala kedip,1,1
KM3928,Bisa bantu no va nya gak kak soale saya bayar pake dana,bantu va nya gak kak soale bayar pakai dana,1,1
KI3376,Untuk pembayaran yang paket biasa (Bukan superstar) apakah harus downlod apk. Kapten naratel?,bayar paket bukan superstar downlod apk kapten naratel,1,1
KJ1557,Langsung bayar tf kemana,bayar tf,1,1
KP0478,Iya mbak ternyata sudah Dan uang tadi buat bayar bukan depan bisa tidak,iya mbak uang bayar bukan tidak,1,1
KT2094,transfer aja kak,transfer kak,1,1
KN0294,Minta tolong rek nya lupa Q berapa,rek nya lupa q,1,1
KT2102,Ya kak berapa pasang baru,iya kak pasang,1,1
