message,kode_user,cleaning_text,case_folding,tokenizing,normalization,remove_stopwords,stemming,clean_text,severity
Konfirmasi dulu kalau mau pemasangan ya kak takutnya saya keluar🙏🙏🙏,KP2245,Konfirmasi dulu kalau mau pemasangan ya kak takutnya saya keluar ,konfirmasi dulu kalau mau pemasangan ya kak takutnya saya keluar ,"['konfirmasi', 'dulu', 'kalau', 'mau', 'pemasangan', 'ya', 'kak', 'takutnya', 'saya', 'keluar']","['konfirmasi', 'dulu', 'kalau', 'mau', 'pemasangan', 'iya', 'kak', 'takutnya', 'saya', 'keluar']","['konfirmasi', 'pemasangan', 'iya', 'kak', 'takutnya']","['konfirmasi', 'pasang', 'iya', 'kak', 'takut']",konfirmasi pasang iya kak takut,1
Tidak bisa bayar,KP0849,Tidak bisa bayar,tidak bisa bayar,"['tidak', 'bisa', 'bayar']","['tidak', 'bisa', 'bayar']","['tidak', 'bayar']","['tidak', 'bayar']",tidak bayar,1
Apa lg trouble ya,KM3555,Apa lg trouble ya,apa lg trouble ya,"['apa', 'lg', 'trouble', 'ya']","['apa', 'lagi', 'trouble', 'iya']","['trouble', 'iya']","['trouble', 'iya']",trouble iya,2
"1 keluarga 6 orang kak, kira"" cukup pakai berapa mbps ya?",KP2332, keluarga orang kak kira cukup pakai berapa mbps ya , keluarga orang kak kira cukup pakai berapa mbps ya ,"['keluarga', 'orang', 'kak', 'kira', 'cukup', 'pakai', 'berapa', 'mbps', 'ya']","['keluarga', 'orang', 'kak', 'kira', 'cukup', 'pakai', 'berapa', 'mbps', 'iya']","['keluarga', 'kak', 'pakai', 'mbps', 'iya']","['keluarga', 'kak', 'pakai', 'mbps', 'iya']",keluarga kak pakai mbps iya,1
Cara bayar via va mandiri,KT1533,Cara bayar via va mandiri,cara bayar via va mandiri,"['cara', 'bayar', 'via', 'va', 'mandiri']","['cara', 'bayar', 'via', 'va', 'mandiri']","['bayar', 'via', 'va', 'mandiri']","['bayar', 'via', 'va', 'mandiri']",bayar via va mandiri,1
"Id Dear Pelanggan Kapten Anita Nirwana,  Terima kasih telah melakukan perpanjangan masa aktif wifi di Mitra Bayar sps.  ID Pelanggan   : KT1533 Nama Pelanggan  : Anita Nirwana Paket Layanan   : 5 Masa aktif berlaku sampai : 16-August-2025  Terima kasih atas kepercayaan Anda menggunakan layanan kami.",KT1533,Id Dear Pelanggan Kapten Anita Nirwana Terima kasih telah melakukan perpanjangan masa aktif wifi di Mitra Bayar sps ID Pelanggan KT Nama Pelanggan Anita Nirwana Paket Layanan Masa aktif berlaku sampai August Terima kasih atas kepercayaan Anda menggunakan layanan kami ,id dear pelanggan kapten anita nirwana terima kasih telah melakukan perpanjangan masa aktif wifi di mitra bayar sps id pelanggan kt nama pelanggan anita nirwana paket layanan masa aktif berlaku sampai august terima kasih atas kepercayaan anda menggunakan layanan kami ,"['id', 'dear', 'pelanggan', 'kapten', 'anita', 'nirwana', 'terima', 'kasih', 'telah', 'melakukan', 'perpanjangan', 'masa', 'aktif', 'wifi', 'di', 'mitra', 'bayar', 'sps', 'id', 'pelanggan', 'kt', 'nama', 'pelanggan', 'anita', 'nirwana', 'paket', 'layanan', 'masa', 'aktif', 'berlaku', 'sampai', 'august', 'terima', 'kasih', 'atas', 'kepercayaan', 'anda', 'menggunakan', 'layanan', 'kami']","['id', 'dear', 'pelanggan', 'kapten', 'anita', 'nirwana', 'terima', 'kasih', 'telah', 'melakukan', 'perpanjangan', 'masa', 'aktif', 'wifi', 'di', 'mitra', 'bayar', 'sps', 'id', 'pelanggan', 'kita', 'nama', 'pelanggan', 'anita', 'nirwana', 'paket', 'layanan', 'masa', 'aktif', 'berlaku', 'sampai', 'august', 'terima', 'kasih', 'atas', 'kepercayaan', 'anda', 'menggunakan', 'layanan', 'kami']","['id', 'dear', 'pelanggan', 'kapten', 'anita', 'nirwana', 'terima', 'kasih', 'perpanjangan', 'aktif', 'wifi', 'mitra', 'bayar', 'sps', 'id', 'pelanggan', 'nama', 'pelanggan', 'anita', 'nirwana', 'paket', 'layanan', 'aktif', 'berlaku', 'august', 'terima', 'kasih', 'kepercayaan', 'layanan']","['id', 'dear', 'langgan', 'kapten', 'anita', 'nirwana', 'terima', 'kasih', 'panjang', 'aktif', 'wifi', 'mitra', 'bayar', 'sps', 'id', 'langgan', 'nama', 'langgan', 'anita', 'nirwana', 'paket', 'layan', 'aktif', 'laku', 'august', 'terima', 'kasih', 'percaya', 'layan']",id dear langgan kapten anita nirwana terima kasih panjang aktif wifi mitra bayar sps id langgan nama langgan anita nirwana paket layan aktif laku august terima kasih percaya layan,1
nyala merah lagi,KM1661,nyala merah lagi,nyala merah lagi,"['nyala', 'merah', 'lagi']","['nyala', 'merah', 'lagi']","['nyala', 'merah']","['nyala', 'merah']",nyala merah,1
sudah masuk belum ya ?,KT1816,sudah masuk belum ya ,sudah masuk belum ya ,"['sudah', 'masuk', 'belum', 'ya']","['sudah', 'masuk', 'belum', 'iya']","['masuk', 'belum', 'iya']","['masuk', 'belum', 'iya']",masuk belum iya,1
Boleh mintaa kode bayar,KP0699,Boleh mintaa kode bayar,boleh mintaa kode bayar,"['boleh', 'mintaa', 'kode', 'bayar']","['boleh', 'mintaa', 'kode', 'bayar']","['mintaa', 'kode', 'bayar']","['mintaa', 'kode', 'bayar']",mintaa kode bayar,1
"Baik kaka, semoga besok bisa di pasang yaah",KT2095,Baik kaka semoga besok bisa di pasang yaah,baik kaka semoga besok bisa di pasang yaah,"['baik', 'kaka', 'semoga', 'besok', 'bisa', 'di', 'pasang', 'yaah']","['baik', 'kakak', 'semoga', 'besok', 'bisa', 'di', 'pasang', 'yaah']","['kakak', 'semoga', 'besok', 'pasang', 'yaah']","['kakak', 'moga', 'besok', 'pasang', 'yaah']",kakak moga besok pasang yaah,1
Kak kalau dari atm bca saya masuk ke menu bank lain ke bri apa virtual acount,KP0699,Kak kalau dari atm bca saya masuk ke menu bank lain ke bri apa virtual acount,kak kalau dari atm bca saya masuk ke menu bank lain ke bri apa virtual acount,"['kak', 'kalau', 'dari', 'atm', 'bca', 'saya', 'masuk', 'ke', 'menu', 'bank', 'lain', 'ke', 'bri', 'apa', 'virtual', 'acount']","['kak', 'kalau', 'dari', 'atm', 'bca', 'saya', 'masuk', 'ke', 'menu', 'bank', 'lain', 'ke', 'bri', 'apa', 'virtual', 'acount']","['kak', 'atm', 'bca', 'masuk', 'menu', 'bank', 'bri', 'virtual', 'acount']","['kak', 'atm', 'bca', 'masuk', 'menu', 'bank', 'bri', 'virtual', 'acount']",kak atm bca masuk menu bank bri virtual acount,1
mau bayar wifi lewat bri kodenya yg mana ya?,KT0145,mau bayar wifi lewat bri kodenya yg mana ya ,mau bayar wifi lewat bri kodenya yg mana ya ,"['mau', 'bayar', 'wifi', 'lewat', 'bri', 'kodenya', 'yg', 'mana', 'ya']","['mau', 'bayar', 'wifi', 'lewat', 'bri', 'kodenya', 'yang', 'mana', 'iya']","['bayar', 'wifi', 'bri', 'kodenya', 'iya']","['bayar', 'wifi', 'bri', 'kode', 'iya']",bayar wifi bri kode iya,1
Gangguan t bos,KM2864,Gangguan t bos,gangguan t bos,"['gangguan', 't', 'bos']","['gangguan', 't', 'bos']","['gangguan', 't', 'bos']","['ganggu', 't', 'bos']",ganggu t bos,2
udah masuk kah pembayaran nya?,KT0145,udah masuk kah pembayaran nya ,udah masuk kah pembayaran nya ,"['udah', 'masuk', 'kah', 'pembayaran', 'nya']","['sudah', 'masuk', 'kah', 'pembayaran', 'nya']","['masuk', 'pembayaran', 'nya']","['masuk', 'bayar', 'nya']",masuk bayar nya,1
min bisa tolong di cek saya sudah bayar bulan ini,KI3007,min bisa tolong di cek saya sudah bayar bulan ini,min bisa tolong di cek saya sudah bayar bulan ini,"['min', 'bisa', 'tolong', 'di', 'cek', 'saya', 'sudah', 'bayar', 'bulan', 'ini']","['min', 'bisa', 'tolong', 'di', 'cek', 'saya', 'sudah', 'bayar', 'bulan', 'ini']","['min', 'cek', 'bayar']","['min', 'cek', 'bayar']",min cek bayar,1
kak saya jadi pasang lagi tapi sekalian teknisinya mindah posisi wifi yg lama + pararel nya bisa kak?  wifi yg di pindah posisi id nya ini KT0932,"KT1920, KT2091",kak saya jadi pasang lagi tapi sekalian teknisinya mindah posisi wifi yg lama pararel nya bisa kak wifi yg di pindah posisi id nya ini KT,kak saya jadi pasang lagi tapi sekalian teknisinya mindah posisi wifi yg lama pararel nya bisa kak wifi yg di pindah posisi id nya ini kt,"['kak', 'saya', 'jadi', 'pasang', 'lagi', 'tapi', 'sekalian', 'teknisinya', 'mindah', 'posisi', 'wifi', 'yg', 'lama', 'pararel', 'nya', 'bisa', 'kak', 'wifi', 'yg', 'di', 'pindah', 'posisi', 'id', 'nya', 'ini', 'kt']","['kak', 'saya', 'jadi', 'pasang', 'lagi', 'tapi', 'sekalian', 'teknisinya', 'mindah', 'posisi', 'wifi', 'yang', 'lama', 'pararel', 'nya', 'bisa', 'kak', 'wifi', 'yang', 'di', 'pindah', 'posisi', 'id', 'nya', 'ini', 'kita']","['kak', 'pasang', 'teknisinya', 'mindah', 'posisi', 'wifi', 'pararel', 'nya', 'kak', 'wifi', 'pindah', 'posisi', 'id', 'nya']","['kak', 'pasang', 'teknisi', 'mindah', 'posisi', 'wifi', 'pararel', 'nya', 'kak', 'wifi', 'pindah', 'posisi', 'id', 'nya']",kak pasang teknisi mindah posisi wifi pararel nya kak wifi pindah posisi id nya,1
Bedanya paket superstar dan paket kapten apa,GJ0079,Bedanya paket superstar dan paket kapten apa,bedanya paket superstar dan paket kapten apa,"['bedanya', 'paket', 'superstar', 'dan', 'paket', 'kapten', 'apa']","['bedanya', 'paket', 'superstar', 'dan', 'paket', 'kapten', 'apa']","['bedanya', 'paket', 'superstar', 'paket', 'kapten']","['beda', 'paket', 'superstar', 'paket', 'kapten']",beda paket superstar paket kapten,1
Iya ini tadi malah 2 perangkat hp aja yg online juga tetap lemot gak spt dulu,KM2000,Iya ini tadi malah perangkat hp aja yg online juga tetap lemot gak spt dulu,iya ini tadi malah perangkat hp aja yg online juga tetap lemot gak spt dulu,"['iya', 'ini', 'tadi', 'malah', 'perangkat', 'hp', 'aja', 'yg', 'online', 'juga', 'tetap', 'lemot', 'gak', 'spt', 'dulu']","['iya', 'ini', 'tadi', 'bahkan', 'perangkat', 'hp', 'saja', 'yang', 'online', 'juga', 'tetap', 'lambat', 'gak', 'seperti', 'dulu']","['iya', 'perangkat', 'hp', 'online', 'lambat', 'gak']","['iya', 'perangkat', 'hp', 'online', 'lambat', 'gak']",iya perangkat hp online lambat gak,2
Apakah benar atas nama devid setiawan tim support kak Fafa? Bisa di bantu cek,KP1988,Apakah benar atas nama devid setiawan tim support kak Fafa Bisa di bantu cek,apakah benar atas nama devid setiawan tim support kak fafa bisa di bantu cek,"['apakah', 'benar', 'atas', 'nama', 'devid', 'setiawan', 'tim', 'support', 'kak', 'fafa', 'bisa', 'di', 'bantu', 'cek']","['apakah', 'benar', 'atas', 'nama', 'devid', 'setiawan', 'tim', 'support', 'kak', 'fafa', 'bisa', 'di', 'bantu', 'cek']","['nama', 'devid', 'setiawan', 'tim', 'support', 'kak', 'fafa', 'bantu', 'cek']","['nama', 'devid', 'setiawan', 'tim', 'support', 'kak', 'fafa', 'bantu', 'cek']",nama devid setiawan tim support kak fafa bantu cek,1
Klau transfer melalui BRI bisa ya kak?,KT1946,Klau transfer melalui BRI bisa ya kak ,klau transfer melalui bri bisa ya kak ,"['klau', 'transfer', 'melalui', 'bri', 'bisa', 'ya', 'kak']","['klau', 'transfer', 'melalui', 'bri', 'bisa', 'iya', 'kak']","['klau', 'transfer', 'bri', 'iya', 'kak']","['klau', 'transfer', 'bri', 'iya', 'kak']",klau transfer bri iya kak,1
Biar langsung transfer aja kak,KT1946,Biar langsung transfer aja kak,biar langsung transfer aja kak,"['biar', 'langsung', 'transfer', 'aja', 'kak']","['biar', 'langsung', 'transfer', 'saja', 'kak']","['biar', 'transfer', 'kak']","['biar', 'transfer', 'kak']",biar transfer kak,1
3 perangkat aja tpi tetap lemot,KT1685, perangkat aja tpi tetap lemot, perangkat aja tpi tetap lemot,"['perangkat', 'aja', 'tpi', 'tetap', 'lemot']","['perangkat', 'saja', 'tapi', 'tetap', 'lambat']","['perangkat', 'lambat']","['perangkat', 'lambat']",perangkat lambat,2
berarti ini cuma bayar biaya pasangan dan perbulan ya?,KP2332,berarti ini cuma bayar biaya pasangan dan perbulan ya ,berarti ini cuma bayar biaya pasangan dan perbulan ya ,"['berarti', 'ini', 'cuma', 'bayar', 'biaya', 'pasangan', 'dan', 'perbulan', 'ya']","['berarti', 'ini', 'cuma', 'bayar', 'biaya', 'pasangan', 'dan', 'perbulan', 'iya']","['bayar', 'biaya', 'pasangan', 'perbulan', 'iya']","['bayar', 'biaya', 'pasang', 'bulan', 'iya']",bayar biaya pasang bulan iya,1
"iya kak benar pindah posisi yg modem utama saja hanya menggeser sedikit aja kok kak, krna kan ini kos nya seperti lorong jadi yg kamar pojok2 itu sinyal nya kurang. posisi wifi utama yg lama ini ada di tengah mau di geser ke lorong depan lalu saya pasang baru untuk yg lorong belakang","KT1920, KT2091",iya kak benar pindah posisi yg modem utama saja hanya menggeser sedikit aja kok kak krna kan ini kos nya seperti lorong jadi yg kamar pojok itu sinyal nya kurang posisi wifi utama yg lama ini ada di tengah mau di geser ke lorong depan lalu saya pasang baru untuk yg lorong belakang,iya kak benar pindah posisi yg modem utama saja hanya menggeser sedikit aja kok kak krna kan ini kos nya seperti lorong jadi yg kamar pojok itu sinyal nya kurang posisi wifi utama yg lama ini ada di tengah mau di geser ke lorong depan lalu saya pasang baru untuk yg lorong belakang,"['iya', 'kak', 'benar', 'pindah', 'posisi', 'yg', 'modem', 'utama', 'saja', 'hanya', 'menggeser', 'sedikit', 'aja', 'kok', 'kak', 'krna', 'kan', 'ini', 'kos', 'nya', 'seperti', 'lorong', 'jadi', 'yg', 'kamar', 'pojok', 'itu', 'sinyal', 'nya', 'kurang', 'posisi', 'wifi', 'utama', 'yg', 'lama', 'ini', 'ada', 'di', 'tengah', 'mau', 'di', 'geser', 'ke', 'lorong', 'depan', 'lalu', 'saya', 'pasang', 'baru', 'untuk', 'yg', 'lorong', 'belakang']","['iya', 'kak', 'benar', 'pindah', 'posisi', 'yang', 'modem', 'utama', 'saja', 'hanya', 'menggeser', 'sedikit', 'saja', 'kok', 'kak', 'krna', 'kan', 'ini', 'kos', 'nya', 'seperti', 'lorong', 'jadi', 'yang', 'kamar', 'pojok', 'itu', 'sinyal', 'nya', 'kurang', 'posisi', 'wifi', 'utama', 'yang', 'lama', 'ini', 'ada', 'di', 'tengah', 'mau', 'di', 'geser', 'ke', 'lorong', 'depan', 'lalu', 'saya', 'pasang', 'baru', 'untuk', 'yang', 'lorong', 'belakang']","['iya', 'kak', 'pindah', 'posisi', 'modem', 'utama', 'menggeser', 'kak', 'krna', 'kos', 'nya', 'lorong', 'kamar', 'pojok', 'sinyal', 'nya', 'posisi', 'wifi', 'utama', 'geser', 'lorong', 'pasang', 'lorong']","['iya', 'kak', 'pindah', 'posisi', 'modem', 'utama', 'geser', 'kak', 'krna', 'kos', 'nya', 'lorong', 'kamar', 'pojok', 'sinyal', 'nya', 'posisi', 'wifi', 'utama', 'geser', 'lorong', 'pasang', 'lorong']",iya kak pindah posisi modem utama geser kak krna kos nya lorong kamar pojok sinyal nya posisi wifi utama geser lorong pasang lorong,1
"Dear Sobat Kapten Bapak / Ibu Marlon Rada Mbani,  📌 Abaikan pesan ini jika sudah membayar.  Detail Tagihan: ID Pelanggan : KT1946   Paket Layanan: 5 Mbps   Harga: Rp120.000   Jatuh Tempo: 2025-08-11  Info Penting: - Jika 20 menit setelah bayar belum ada notifikasi, hubungi CS. - VA BRI, Indomaret dan Alfamart BERUBAH setiap bulan,  sedangkan VA BCA TETAP - VA BCA hanya bisa dibayar dari rek BCA. - Total tagihan sudah termasuk biaya layanan. - BRIVA tidak dapat dibayar via Flip.  Metode Pembayaran: - BCA VA Rp123.000 – 1541200000 0000017478 - BRI VA Rp122.500 – 5788933000 7550803 - Alfamart Rp125.000 – 1001452744248 - Indomaret Rp125.000 – 452744247  Panduan Pembayaran : pembayaran.kaptennaratel.com  ☎ CS: +62 882-1202-2222",KT1946,Dear Sobat Kapten Bapak Ibu Marlon Rada Mbani Abaikan pesan ini jika sudah membayar Detail Tagihan ID Pelanggan KT Paket Layanan Mbps Harga Rp Jatuh Tempo Info Penting Jika menit setelah bayar belum ada notifikasi hubungi CS VA BRI Indomaret dan Alfamart BERUBAH setiap bulan sedangkan VA BCA TETAP VA BCA hanya bisa dibayar dari rek BCA Total tagihan sudah termasuk biaya layanan BRIVA tidak dapat dibayar via Flip Metode Pembayaran BCA VA Rp BRI VA Rp Alfamart Rp Indomaret Rp Panduan Pembayaran pembayaran kaptennaratel com CS ,dear sobat kapten bapak ibu marlon rada mbani abaikan pesan ini jika sudah membayar detail tagihan id pelanggan kt paket layanan mbps harga rp jatuh tempo info penting jika menit setelah bayar belum ada notifikasi hubungi cs va bri indomaret dan alfamart berubah setiap bulan sedangkan va bca tetap va bca hanya bisa dibayar dari rek bca total tagihan sudah termasuk biaya layanan briva tidak dapat dibayar via flip metode pembayaran bca va rp bri va rp alfamart rp indomaret rp panduan pembayaran pembayaran kaptennaratel com cs ,"['dear', 'sobat', 'kapten', 'bapak', 'ibu', 'marlon', 'rada', 'mbani', 'abaikan', 'pesan', 'ini', 'jika', 'sudah', 'membayar', 'detail', 'tagihan', 'id', 'pelanggan', 'kt', 'paket', 'layanan', 'mbps', 'harga', 'rp', 'jatuh', 'tempo', 'info', 'penting', 'jika', 'menit', 'setelah', 'bayar', 'belum', 'ada', 'notifikasi', 'hubungi', 'cs', 'va', 'bri', 'indomaret', 'dan', 'alfamart', 'berubah', 'setiap', 'bulan', 'sedangkan', 'va', 'bca', 'tetap', 'va', 'bca', 'hanya', 'bisa', 'dibayar', 'dari', 'rek', 'bca', 'total', 'tagihan', 'sudah', 'termasuk', 'biaya', 'layanan', 'briva', 'tidak', 'dapat', 'dibayar', 'via', 'flip', 'metode', 'pembayaran', 'bca', 'va', 'rp', 'bri', 'va', 'rp', 'alfamart', 'rp', 'indomaret', 'rp', 'panduan', 'pembayaran', 'pembayaran', 'kaptennaratel', 'com', 'cs']","['dear', 'sobat', 'kapten', 'bapak', 'ibu', 'marlon', 'rada', 'mbani', 'abaikan', 'pesan', 'ini', 'jika', 'sudah', 'membayar', 'detail', 'tagihan', 'id', 'pelanggan', 'kita', 'paket', 'layanan', 'mbps', 'harga', 'rp', 'jatuh', 'tempo', 'informasi', 'penting', 'jika', 'menit', 'setelah', 'bayar', 'belum', 'ada', 'notifikasi', 'hubungi', 'cs', 'va', 'bri', 'indomaret', 'dan', 'alfamart', 'berubah', 'setiap', 'bulan', 'sedangkan', 'va', 'bca', 'tetap', 'va', 'bca', 'hanya', 'bisa', 'dibayar', 'dari', 'rek', 'bca', 'total', 'tagihan', 'sudah', 'termasuk', 'biaya', 'layanan', 'briva', 'tidak', 'dapat', 'dibayar', 'via', 'flip', 'metode', 'pembayaran', 'bca', 'va', 'rp', 'bri', 'va', 'rp', 'alfamart', 'rp', 'indomaret', 'rp', 'panduan', 'pembayaran', 'pembayaran', 'kaptennaratel', 'com', 'cs']","['dear', 'sobat', 'kapten', 'marlon', 'rada', 'mbani', 'abaikan', 'pesan', 'membayar', 'detail', 'tagihan', 'id', 'pelanggan', 'paket', 'layanan', 'mbps', 'harga', 'rp', 'jatuh', 'tempo', 'informasi', 'menit', 'bayar', 'belum', 'notifikasi', 'hubungi', 'cs', 'va', 'bri', 'indomaret', 'alfamart', 'berubah', 'va', 'bca', 'va', 'bca', 'dibayar', 'rek', 'bca', 'total', 'tagihan', 'biaya', 'layanan', 'briva', 'tidak', 'dibayar', 'via', 'flip', 'metode', 'pembayaran', 'bca', 'va', 'rp', 'bri', 'va', 'rp', 'alfamart', 'rp', 'indomaret', 'rp', 'panduan', 'pembayaran', 'pembayaran', 'kaptennaratel', 'com', 'cs']","['dear', 'sobat', 'kapten', 'marlon', 'rada', 'mbani', 'abai', 'pesan', 'bayar', 'detail', 'tagih', 'id', 'langgan', 'paket', 'layan', 'mbps', 'harga', 'rp', 'jatuh', 'tempo', 'informasi', 'menit', 'bayar', 'belum', 'notifikasi', 'hubung', 'cs', 'va', 'bri', 'indomaret', 'alfamart', 'ubah', 'va', 'bca', 'va', 'bca', 'bayar', 'rek', 'bca', 'total', 'tagih', 'biaya', 'layan', 'briva', 'tidak', 'bayar', 'via', 'flip', 'metode', 'bayar', 'bca', 'va', 'rp', 'bri', 'va', 'rp', 'alfamart', 'rp', 'indomaret', 'rp', 'pandu', 'bayar', 'bayar', 'kaptennaratel', 'com', 'cs']",dear sobat kapten marlon rada mbani abai pesan bayar detail tagih id langgan paket layan mbps harga rp jatuh tempo informasi menit bayar belum notifikasi hubung cs va bri indomaret alfamart ubah va bca va bca bayar rek bca total tagih biaya layan briva tidak bayar via flip metode bayar bca va rp bri va rp alfamart rp indomaret rp pandu bayar bayar kaptennaratel com cs,1
Apa harus dftar pasang baru lg apa bagaiimana,KI3371,Apa harus dftar pasang baru lg apa bagaiimana,apa harus dftar pasang baru lg apa bagaiimana,"['apa', 'harus', 'dftar', 'pasang', 'baru', 'lg', 'apa', 'bagaiimana']","['apa', 'harus', 'dftar', 'pasang', 'baru', 'lagi', 'apa', 'bagaiimana']","['dftar', 'pasang', 'bagaiimana']","['dftar', 'pasang', 'bagaiimana']",dftar pasang bagaiimana,1
"Ka, cara ganti password wifi gimana?",KP0299,Ka cara ganti password wifi gimana ,ka cara ganti password wifi gimana ,"['ka', 'cara', 'ganti', 'password', 'wifi', 'gimana']","['kakak', 'cara', 'ganti', 'password', 'wifi', 'bagaimana']","['kakak', 'ganti', 'password', 'wifi']","['kakak', 'ganti', 'password', 'wifi']",kakak ganti password wifi,1
Internetnya trouble lagi,KJ0812,Internetnya trouble lagi,internetnya trouble lagi,"['internetnya', 'trouble', 'lagi']","['internetnya', 'trouble', 'lagi']","['internetnya', 'trouble']","['internetnya', 'trouble']",internetnya trouble,2
Kalo mau bayar wifi apa harus download aplikasi kapten naratel kak?,KP1024,Kalo mau bayar wifi apa harus download aplikasi kapten naratel kak ,kalo mau bayar wifi apa harus download aplikasi kapten naratel kak ,"['kalo', 'mau', 'bayar', 'wifi', 'apa', 'harus', 'download', 'aplikasi', 'kapten', 'naratel', 'kak']","['kalau', 'mau', 'bayar', 'wifi', 'apa', 'harus', 'download', 'aplikasi', 'kapten', 'naratel', 'kak']","['bayar', 'wifi', 'download', 'aplikasi', 'kapten', 'naratel', 'kak']","['bayar', 'wifi', 'download', 'aplikasi', 'kapten', 'naratel', 'kak']",bayar wifi download aplikasi kapten naratel kak,1
besok langsung di pasang bisa kak?,"KT1920, KT2091",besok langsung di pasang bisa kak ,besok langsung di pasang bisa kak ,"['besok', 'langsung', 'di', 'pasang', 'bisa', 'kak']","['besok', 'langsung', 'di', 'pasang', 'bisa', 'kak']","['besok', 'pasang', 'kak']","['besok', 'pasang', 'kak']",besok pasang kak,1
Apa ada perubahan harga kak,KM2635,Apa ada perubahan harga kak,apa ada perubahan harga kak,"['apa', 'ada', 'perubahan', 'harga', 'kak']","['apa', 'ada', 'perubahan', 'harga', 'kak']","['perubahan', 'harga', 'kak']","['ubah', 'harga', 'kak']",ubah harga kak,1
Malas aku udh bayar gede” pas mau pake koneksi hilang muncul trs,KT1685,Malas aku udh bayar gede pas mau pake koneksi hilang muncul trs,malas aku udh bayar gede pas mau pake koneksi hilang muncul trs,"['malas', 'aku', 'udh', 'bayar', 'gede', 'pas', 'mau', 'pake', 'koneksi', 'hilang', 'muncul', 'trs']","['malas', 'aku', 'udh', 'bayar', 'gede', 'pas', 'mau', 'pakai', 'koneksi', 'hilang', 'muncul', 'terus']","['malas', 'udh', 'bayar', 'gede', 'pas', 'pakai', 'koneksi', 'hilang', 'muncul']","['malas', 'udh', 'bayar', 'gede', 'pas', 'pakai', 'koneksi', 'hilang', 'muncul']",malas udh bayar gede pas pakai koneksi hilang muncul,1
