message,kode_user,severity,severity_manual
Saya sudah install terus gimna,KJ0815,0,1
jadi ini nanti bukti pembayarannya bisa langsung dikirim lewat nomor baru ya kak?,KM3219,1,1
Kak no va nya tetep pake ini terus apa berubah2 lagi,KT0438,0,2
Id pelanggan nya diisi apa ka,KJ0815,0,1
Masih belum bisa,AT0003,0,4
Disini no telpon nya tidak cocok dengan id nya,KJ0815,0,1
Sudah bjsa kaa,KJ0815,0,4
mau pasang wifi 10 mbps bosku,,1,1
Iyaa gpp kak jm 9,KI3367,0,1
Sebelah rumah mbk.. Soalnya rumah yg ada modemnya sudah jarang ditempati sama sodara saya...,,0,3
Slamat malam Mau tanya mau bayar wifi kj 0815 minta kode nokingx y,GJ0394,1,1
"Nah ini ya kaa. Saya tadi sudah coba byar di alfamart dan indomart, tapi gak bisa. Karna keterangannya sudah bayar,nah sedangkan saya blm sama sekali membayar wifi",KJ0815,1,1
Makanya skalian kalo bisa saya ganti nama pelanggan skalian kalo bisa...,,0,3
Bukannya sama yaa kaa nama umtuk bayar wifinya. Pake nama win solution,KJ0815,1,2
Jadi ini saya tunggu besok atau gimna ka,KJ0815,0,2
Mohon infonya... 🙏🏼,,0,1
kak kenapa wifinya sering lemot yaa? apa perlu ganti password?,,2,4
Ngga bisa sdh di Klik,JT0566,0,2
"Jd klo bisa, kode yg gk berubah2 lg kak spt awal pembayaran dlu",KD0568,0,1
Kode byr brp,GJ0394,0,1
Dr 20mbps ke 30mbps ka,KI3018,0,4
Udah bayar 400,KI3018,1,1
D chat kk ada historis nya ga? Coba scroll k atas,KI3018,0,2
Tunai aja kami titipkan ke Teknisi bisa kan,KT2102,0,1
Terima kasih banyak bantuannya,KI3117,0,1
Sudah dibayar kaa,KJ0815,0,2
"oke kak sudah, terima kasih",KM3219,0,2
Ini tiap bln juga berubah kah kode byrx,GJ0394,0,1
permisi kak izin bertanya berarti kita bisa liat lewat web ya kak? jika tidak memiliki aplikasi?,KT1953,0,2
Masih belum ka,KJ0815,0,1
Bukan lewat apk,KJ0815,0,2
Karna saya tadi bayar nya di tetangga,KJ0815,1,4
terima kasih informasinya🙏,KP1811,0,3
Ngga muncul kk,JT0566,0,1
Buat customer jg bisa y,GJ0394,0,1
"Okey,mks byk infox",GJ0394,0,3
Mas mau tanya untuk bayar per bulannya berapah,,1,1
Sudah ya kaa. Sudah di perpanjang juga wifinya smpe oct. Terimakasih,KJ0815,0,1
Sudah kesana kak. Sudah dibantu tadi Jadi sy pindah ke paket 10mbps 175rb langsung 3bln. Selisih 75rb sy bayar tunai tadi Tinggal nunggu nanti jam1 katanya teknisi datang Makasih banyak,KD1820,1,4
Maaf ini Wifi-nya udah di bayar tapi ko gak bisa di pake yaa,KT0575,1,1
Saya klik beli sekarang kok balik registrasi awal?,KN0629,0,1
"Selamat malam mau tanya, untuk instal applikasi lwt appstore kok ga ada ya kak?",KM2538,0,4
Kabarnya ada free modem ya untuk yg pembayaran langsung 3 bulan paket superstar,,1,1
Maaf mau melaporkan wifi rmh saya belum nyala warna merah,KT0925,1,1
Perum embong anyar 2 Q nmr 12,KT0925,0,3
masih lumayan lemot kak,,2,2
Pa da perbaikan,KI0869,0,2
Sinyalnya kok kadang nyambung kadang ngk,KI0869,0,1
Udah berhasil kak tapi blm bisa dipakai,KD0455,0,3
Kak diatasnya 5mbps ada brp ya,KM3426,0,1
"Soalnya in sya cek masih 17, sedangkan yg bru masuk wifi bru sya sja",KT2072,1,1
"Yeman2 yg lain blm, krna sandinya blm sya kirim ke merka",KT2072,0,2
Skrg tdk bisa semua,KM2005,0,1
nuansa candi 4 blok M,,0,2
VA BRI kan berubah kak tiap bulan,KP1280,0,1
Saya minta yg baru nomor BRI nya,KP1280,0,4
Selamat malam kak,KT0575,0,3
Alamat Pemasangan: Perum. Istana bedali agung Kelurahan: bedali lawang malang,,0,4
Mohon bantuannya 🙏,KT0575,0,2
Belum kak saya sudah tidak melanjutkan pakai kapten naratel lagi kak,KD0655,0,2
Nnti kak k indomaretnya,KM2965,0,2
Pengajuan Libur Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: 1778 Nama: faizah Sharelocation pemasangan WIFI: Alasan Libur: Krn tidak ada yg memakai wifinya Tanggal Aktif Layanan:  Jadwal Pengambilan Modem:  Jam:  Segera isi form agar kami bisa memproses permohonan libur Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,"KM1778, KM3078, KM3888",0,2
Brp rincian biaya,KM3800,0,1
Dari jam 12 tdi Wifi-nya udah gk bisa lagi kak sampe skrg,KT0575,0,1
"Baik kak, terimakasih",KM2538,0,1
Beserta mbps nya?,KM3800,0,1
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan:KD0655 Nama:Galih dwi Aditya  Alasan Berhenti Berlangganan: ingin ganti dengan yang lain  Jadwal Pengambilan Modem: Minggu 14 September 2025 Jam: bebas  Sharelocation: jln Abdul gani gg 3 no 56 rt 05 rw 12 Kota Batu kelurahan ngaglik   Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KD0655,4,1
Bs nya Kpn kak biar sy blng ke pegawai sy untuk ke kos2an,"KM1778, KM3078, KM3888",0,4
"Tadi ke alfamart, gak bisa login sama sekali katanya. Orangnya aja bingung apa itu kapten naratel",KD0865,0,1
Ini bisa dibawa kemana2 gt ?,KM3426,0,3
Saya tadi pakek va yang di atas kok gk bisa ya? Ini mau bayar maaf telat sehari 🙏,KM1891,1,1
Cara membatalkan pembayaran lewat alfamart gimana?,KD0865,0,1
Pengajuan Libur Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: 1778 Nama: faizah Sharelocation pemasangan WIFI:perumahan Wirogunan residency blok L19 Alasan Libur: Krn tidak ada yg memakai wifinya Tanggal Aktif Layanan:  Jadwal Pengambilan Modem:  Jam:  Segera isi form agar kami bisa memproses permohonan libur Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,"KM1778, KM3078, KM3888",0,1
Selamat pagi kak,,0,1
"Baik kak, ditunggu 🙏",KT0575,0,3
iya kak sering lemot,KJ1318,2,1
slmt malam admin.. mohon info apakah ada maintanance atau gangguan ya..soalnya akhir2 ini sering nge-lag.🙏,KM0972,2,2
"Alhamdulillah sudah bisa, terimakasih responnya",KD0640,0,1
kak mau perpanjang yg 20mb berapa ya?,,0,1
haloo...ini saya mau tanya...ini kecepatannya kenapa kok lemot sekali yaa?,JT0431,2,3
Anda menghubungi INFO LAYANAN MALANG.  apakah anda ingin melanjutkan ?,,0,3
ini naik ya kak?,,0,1
soalnya kemarin bayar 307xxx,,1,3
Mbk aq bayar di Indomaret kok sulit aq SDH instal naratel,KI3117,1,1
ini id pelanggannya Kholis Athoillah ID Pelanggan : KI1085,,0,1
sudah beberapa hari tetap lemot...buka browser aja nunggu 5 menit...buka fb juga cuma buffering terus ...ada apa yaa ini,JT0431,2,2
apakah boleh dicekkan pembayarannya berapa kl 20mbps?,,0,2
Ngapunten. Untuk.wilayah kecamatan pakis desa asrikaton (dekat bandara abdulrahman saleh) apa sudah tercover kapten naratel?,,0,1
mana invoicenya kak ☺️,,0,4
soalnya bulan sebelumnya lagi beli masih 307 🙏🏼,,0,1
Mbk berarti langsung Indomaret ya,KI3117,0,2
berarti udah naik ya kak?,,0,4
mau yg 15 aja deh kak,,0,1
"Sdh, sudah ada nomor pembayarannya. Tp pegawai alfamart nya bilang gak bisa login sama sekali",KD0865,0,2
gk ada streaming saya,KT1968,0,1
"Misal sekarang saya 5Mbps, upgrade ke 10 mbps",KM3800,0,1
laptop gk ada download atau apapun,KT1968,0,1
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Tirto Utomo gang 4  Kelurahan: Tirto landungsari Share location: Tahu Kapten Naratel darimana:   asli ntt    Terima kasih 😊",,2,1
Tidak kak terimakasih 🙏🙏,KD0655,0,1
"hp nya 2, laptop 1",KM0972,0,2
Sudah kak terimakasih 🙏🏻🙏🏻,KP1983,0,2
ini id pelanggannya Kholis Athoillah ID Pelanggan : KI1085,,0,1
ok mbak trimksh infonya,KM0972,0,1
Kl jam 8pgi bs gk kk coz kl siang sy drmh sdr yg menggal smpai 7 hrnya,KP2221,0,2
Sudah beres kak,KM0244,0,4
Ngga bisa BRI lagi Ya,JT0566,0,2
iya kak gimana ya?,,0,2
mana ya kak di aku ga muncul,,0,1
Jam 8 pgi bsa gk kk,KP2221,0,1
Apakah pas bulan depan bayar sekalian nambah nya 55rb,KM3800,1,4
Sudah kembali baik kak,KT0575,0,4
sudah tidak kak,,0,1
"Baik Kak, terimakasih banyak atas bantuannya 🙏",KT0575,0,1
Mohon maaf beberapa x mencoba untuk membuat akun ga bisa bisa.  Sementara minta no rek banknya kantor saja.,KT0591,0,2
radius server not responding,STKD0005,0,2
Selamat malam mau tanya setelah perbaikan terakhir kemarin wifi kok tambah lemot yaa ?,KM0611,2,3
Kan saya baru tgl 6 kmren bayar bulanannya,KM3800,1,4
Iya kak tadi salah daftar kak  Mumpung belum ksini teknisi nya kak,KN0619,0,4
Iya kak...rencana saya mau pasang wifi dirumah saya .tapi apakah daerah trumah saya tercover?,,1,4
Saya mau pakai bri,JT0566,0,1
Baik kak 🙏,KT0575,0,1
Pembayaran lewat VA BCA kok tidak bisa kak,,0,1
Soalnya saya biasanya bayar via BRI,KT1810,1,1
Ini ya kak sudah di perpanjang,,0,1
yang kaya biasanya kaya gini ada ngga kak?,,0,1
Baik kak terimakasih,KT1810,0,2
Itu yg 99rb 15mbps bisa untuk tv jg dan untuk brp hp,,0,1
Kalau sy pakai data Mala bisa,KM0611,0,2
Setelah perbaikan terakhir kemarin wifi kok tambah lemot yaa,KM0611,2,2
Sudah bbrpa hari seperti itu,KM0611,0,4
Masalahnya sy buka tiktok pakai data lancar,KM0611,0,1
Untuk chatting bisa tp kalau video call tidak tahu krna sy tidak pernah video call,KM0611,0,2
Sebelum perbaikan terakhir lancar tidak ada kendala,KM0611,0,2
Masih seperti itu,KM0611,0,4
Mnt kwitansi pembyaran,KP2221,0,4
Apakah sdh ada slot utk pasang baru didaerah kami kak,,1,1
Baik terima kasih,KM0611,0,1
Pembayaran lewat BRI VA Masi bisa,KP1436,0,1
Sudah sy clear cache,KM0611,0,1
Mau bayar internet,KM3239,1,2
"Selamat malam, mau tanya tanya paket wifi yang tersedia apa saja ya",,1,1
Kalau yang superstar itu ada batas kuotanya apa engga ya ?,,0,2
Nanti instalasinya gimana kalau misalnya bukan modem dari naratel ?,,0,1
owlah gitu kak iya tak kirain gmna,STKD0005,0,2
"Itu 2 perangkat dalam waktu yang bersamaan ya ?, kalau misalnya logout terus login di perangkat lain selain 2 perangkat yang awal apakah bisa ?",,0,2
"halo min, mau tanya untuk pricelist naratel bisa?",,0,1
Terus kalau mau pakai modem portable apakah bisa?,,0,2
ga ad kak,STKD0005,0,1
"Dear Sobat Kapten,  ID Pelanggan: KP1308 Nama: Ismail Marzuki Paket: 5 Mbps Jatuh Tempo: 17 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000015663 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",KP1308,1,1
Kak bisa minta VA bank mandiri?,"KP0548, KP0881",0,1
Modemnya yang dari kantor kaya gimana ya kalau boleh tau,,0,2
"Oke, terimakasih banyak informasinya",,0,1
Untuk pembayaran wifinya sekarang make no briva apa ya??,KT1867,0,4
"Saya di jalan ikan hiu, tunjungsekar, apakah bisa ya ?",,0,2
Va bca mna,KP2040,0,2
No rek bca apa ada,KM0277,0,2
kak jika jangkauan sinyal terbatas itu biasa nya karna apa ya,KJ0535,0,1
Kog kode perusahaan tidak tersedia,KP2040,0,2
Maaf saya baru ingat kalo internetnya udah jatuh tempo,KM3139,0,3
Nama ria purwati alamat tlogomas gg 5,,0,1
Mohon informasi VA untuk pembayaran internet.,,0,1
No.ID  Pelanggan: KN0204,,0,1
Barusan nyoba perbarui nomor rekening VA lewat web kapan naratel.. Ternyata bisa..  🙏🏻,,0,1
Tidak ada kendala lain Kak.. Terimakasih.. 🙏🏻,,0,3
Minta va mandiri aja ada ngga?,"KP0548, KP0881",0,1
Baik kak terimakasih,,0,1
Untuk pelanggan KD0965 untuk pembayaran BRI VA kok gak bisa ya kak?,"KD0965, KD1758, KD1812",0,3
selamat pg mas.u/jaringan area dusun gondorejo Desa oro oro Ombo troble.An Citra Migiawati.tks,,0,1
Oke trima kasih infonya,,0,1
Kenapa wifinya tidak bisa di bayar,KJ2083,1,3
Kok tidak bisa,KI0967,0,1
Saya mau melakukan pembayaran,KI0967,0,2
Blm di balas,KT2072,0,1
Untuk login k tv begini kah?,,0,1
Barusan Dy coba masih seperti ini,KM0611,0,4
Bisa di area Mutiara Panderman kak?,,0,4
Tetap g bisa y kak,,0,3
Sudah tapi berapa kali ngga bisa,JT0566,0,1
Tv Kok sering login knpa y kak?,,0,4
"KLO hp jg gitu,misal skrng sya keluar  Nanti MLM plng,pasti login lagi",,0,2
Mulai kemarin lemot pol.gakbisa kerjakan tugas,KD0475,2,1
Maaf gangguan lagi kak wifinya,KM2005,2,2
Bisa dipasang kembali Wifi-nya ya kak 🙏,KT1317,0,3
Baik sepentar sy coba,KM0611,0,2
Kak mau laporan,JT0004,0,1
Ini skrg tidak bisa dibuat buka status wa,KM0611,0,1
Mau bayar ini kak,"KP0548, KP0881",1,4
Kabel wifi saya kendur kak,JT0004,0,2
Apa bisa d cek kak,JT0004,1,1
Alamat  JL.MADYOPURO VI NO 30,JT0004,0,1
Berarti tiap bulan ganti ya kak no. BRI VA?,"KD0965, KD1758, KD1812",0,4
"Mohon maaf, sy setiap mau pembayaran kok semakin sulit ya?, lalu bagaimana cara pembayarannya",KJ1155,0,1
saya coba tf ke va bca ini kok seperti ini kenapa ya?,KJ1155,1,1
Bagaimana cara berlangganan,,0,1
Yg paket superstar,,1,3
Kontaknya pakai nomor ini ya,,0,2
Untuk alamat ini   JL Raya sekarpuro 23 RT 21 RW 06 (sebrang guhdo winners/J&t) kel.sekarpuro pakis,,0,2
4 menit baru terkirim. Lama.,JT1064,0,1
"Admin, mau bayar wifi. Nomer VA kalo transfer via BRI yang mana?",KI1417,1,4
kalau nggak punya bca gimana min,KJ1155,0,4
Dapet 10 user yah,,0,4
Klo saya ganti Wifi-nya k pket 120ribu lagi bisa g ya?,KI2907,0,4
untuk va brinya mana ya min,KJ1155,0,3
Berarti next bulan depan begitu mau bayar bulanan sekkaligus info kalo mau upgrade,KM3800,1,2
Dari kemarin gangguan,KM2005,2,3
Bu  wifi nya egk bisa,KM2005,0,2
Kak apa bisa atas nama Anisa Nurul Alfiah wifi nya d non aktifkan untuk sementara kebetulan kami sekeluarga lagi berada d luar kota.,KM3970,0,1
Sy mau bayar TF dari bank bca,KD1598,1,4
Maaf mau tny untuknpemasangan wifi minggu bisa apa gak ya,KM2210,0,1
Buat daerah kircon sudah cover belum kak,,0,3
Sudah sy bayar ya kk,KD1598,1,1
mohon info VA KT0510 sama VA KT0611...,KT0611,0,1
Ini rumah sodara soalnya,,0,3
Kok baru lagi cara pembayaran nya,KI0811,0,1
Sudah saya bayar ya kak,KI1517,1,2
Ok siap kak,"KD0965, KD1758, KD1812",0,2
"Sy mau pindah rmh, biaya nya kan sm dng pasang baru",KM2210,1,2
Brp biaya nya,KM2210,0,1
Bisa kirim VA,KJ0603,0,1
Moter2 terus bos.,KI2553,0,2
klo pake apk tiap bulan gak perlu tanya VA?,KT0611,0,3
Apakah waktux bayar,KM2005,1,1
Maaf sudah coba beberapa x masih salah. Beri BRIVA seperti bln lalu saja.  Yg sekarang masih mencari sampai sekarang blm bisa,KT0591,0,1
Tetap masih g bisa,KM2005,0,2
Baik ditunggu kak,KI3018,0,1
Nanti bisa sekalian diitung kan biaya kabelnya ya,,0,1
uang pembayaran nya sdh sy titipkan ke teknisi nya,STKN0013,0,1
Ok siap Sdh aman kak🙏🙏🙏,,0,4
Akses nya penuh,KM2005,0,3
Halo ada promo apa,,1,3
Kalo untuk wifi yg lama gak di lanjut konfirmasi dlu apa di biarkan gak di bayar😊,KM2210,1,1
Info paket nya,,1,2
Mohon bantuanx kak,KM2005,0,1
Biasanya saya TF ke BRI Lewa dana sekarang kok GK bisa lagi,KD0294,1,1
Tetap tdk bisa,KM2005,0,1
Kak mau tanya untuk pesangan wifi yang 5 Mbps apkah bisa?,KT1245,0,1
Ada kawan saya mau payang kak,KT1245,0,3
Bayar nya gimana,KD0590,1,1
kak blm beres kah? 😞,,0,1
Yg no bri,KI0811,0,1
sy mau merubah nama wifi sy,STKN0013,0,1
Pembayaran bulan ini,KD0590,0,1
Paket reguler sama superstar,,1,1
Yang 20 mpbs berapa perbulan ya kak?🙏,KT1317,0,1
Cara mengganti sandi gimana,KM2202,0,1
Untuk ID pelanggan KD0865 sudah di bayar kak mohon di aktifkan kembali kak,"KD0965, KD1758, KD1812",1,1
halo kak ini saya mau bayar wifi utk kode va apa diganti lagi ya,KD1161,1,1
Kak ini kok tau2 ilang lagi ya sinyalnya,KI2868,0,3
Saya masukkan password ttep seperti itu,KI2868,0,1
Bisa kak tapi di laptop kenapa tiba2 tdk bisa ya kak,KI2868,0,1
Passwordnya sudah benar ini kak,KI2868,0,4
Saya mau melakukan pembayaran..  bs minta VA nya,KJ1906,0,3
Untuk pemasangan apakah ada biaya pasang ya?,,1,4
"Aku gabisa download kak, playstore kan ya bisanya","KP0548, KP0881",0,2
Ok saya tunggu untuk aktivasinya,KT0199,0,1
pak ini VA nya kok gak bida?,KJ2350,0,1
"Kk,mau tanya ap tempt sy sdh ter-cover olh jringan kapten naratel",KP2221,0,2
Ios blum support,"KP0548, KP0881",0,4
Untuk paket yg ini,KT0199,1,2
"Saya dapat info dari iklan, Ada paket apa saja?",,1,3
Mau bayar wifi kak,KM2230,1,1
Nich sebagian uda ada yg d ikat,JT0004,0,1
Coz ngelendong bngt kak,JT0004,0,4
apakah pembayarannya flat setiap bulan?,,0,2
Saya mau melakukan pembayaran tapi via BRI,KI2755,0,4
Selamat sore kak,GJ0002,0,2
Kak saya mau downgrade lagi ke 5gb,GJ0002,0,1
Takut kena org,JT0004,0,1
Mohon segera d betulkn yach kak,JT0004,0,4
"Halo kak, maaf deviceku blm bisa download aplikasi kapten naratel. Gimana ya solusinya",KI3113,0,1
Sama aku barusan perpanjang pembayaran ya kak. Kelupaan kemarin🙏🏻,KI3113,0,1
Selatannya kk.ad gang kecil msk,KP2221,0,1
Bs diambil terserah kak,"KM1778, KM3078, KM3888",0,1
"Iya kak, sudah, kebetulan aplikasinya tidak support di device saya",KI3113,0,2
bgmn cra msk ke router spy bs gnti name,STKN0013,0,1
"Kak mau nanya, untuk kelurahan Mojorejo Kec Junrejo apa tercover mau pemasangan besok?",,0,3
Mau nanya juga untuk bulanananya berapa? Sama biaya instalasinya berapa? Sistemnya bagaimana.,,0,1
mau bayar wifi ni kemana yaa?,KI3307,1,3
Untuk cara pembayaran lewat aplikasi gimna kak?,"KD0965, KD1758, KD1812",0,1
"Okee, dikirim WA aja kak kaya biasanya","KP0548, KP0881",0,4
"Halo, dengan Caca Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Brandong kulon sumberdawesari Kelurahan: Grati Share location: Tahu Kapten Naratel  darimana: dari tiktok    Terima kasih 😊",,0,1
Alamat Pemasangan : Jl Mojoagung Perumahan Mountaint View Residence Kelurahan : Mojorejo Tahu Kapten Naratel darimana : Dari banner sekitar jalan di kota Batu.,,0,3
Ouh berarti biaya pemasangan gratis yaa kak,,0,2
"Ini kalau saya jadi upgrade, berarti pas nanti tgl 16 langsung bayar 150rb itu ya?",KD0759,1,1
Ouh oke kak siap,,0,4
saya mau bertanya,,0,1
Saya mau byr tagihan melalui Indomaret kok gak bisa kak?,KN0237,1,4
Ini mbk tulisan nya,KP2040,0,1
Sudah tak coba,KP2040,0,1
apakah ada no wa beliau ya,,0,1
saya coba 22nya sama,,0,1
Maaf salah kirim,KD0759,0,1
"gitu y min, ok deh makasi",,0,1
iyaa bener kak,KI3307,0,1
Tolong mintak BRI nya kak,KD1257,0,1
Spill harga wifi nya kak,,1,3
Bisa diinfokan paket nya dan harganya kak?,,1,1
"ngelag lagi min, tolong di cek id pelanggan kt1080",,1,2
30 Mbps brp,,0,4
ini ios saya gak bisa download apk kapten naratel,KD1161,0,2
itu gimana ya kak pembayaran nya,KD1161,0,4
No rekening BCA apa ada,KM0277,0,1
Mau minta id billing untuk pembayaran bulanan bisa,JT0256,0,1
"Cuma 3 perangkat kak rencananya. TV 1, hp 2. Tp kayaknya mending saya ambil paket yg 10mbps. Klo instalasinya gratis ya?",,1,1
Saya mau minta id billing buat pembayaran,JT0256,0,3
6281235830757 ini no apa ya,KM0277,0,1
artinya apa min☺️,,0,1
klo skg lom tau kk msh diluar,STKN0013,0,2
Nnti swaktu2 sy mw gnti spya sy bs msuk router sy sndri gtu,STKN0013,0,1
"Dear Sobat Kapten,  ID Pelanggan: JT0256 Nama: Annas Nuur Fadhillatur Paket: 5 Mbps Jatuh Tempo: 12 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000010387 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",JT0256,1,1
Via Qris bisa,,0,4
Masih lama ta,KM2210,0,3
Saya sudah bayar di aplikasi tapi kok pemberitahuan belum muncul kk,KT0264,1,1
Sama mau mematikan beberapa user yg nyambung wifi ku kak,KP1238,0,1
Pagi  aku m taufiq  KM 3320 Misalkan modemnya d pinda ke rumah sebelah bisa kah kak,KM3320,0,1
"Kalo gak bs tolong cpt di info, jd sy gak nunggu ngge",KM2210,0,2
Soalnya mumpung sy drmh,KM2210,0,1
Baik ka terimakasih banyak ka,KI3018,0,1
Posisi saya saat ini ada d luar kota kak,KM3970,0,4
Lha ini nanti tak tanyakan,,0,3
Aman kak masih tersimpan di tempat nya jadi tidak usah kwatir,KM3970,0,2
Pas dilihat kok yg 175 kak,KN0619,0,2
Sudah ya kak,JT0256,0,3
sudahhh kakk 😭😭,,0,4
Kk ini wifi kok gangguan lg ya,"KJ2351, KT1412",2,1
"Yg di rmh lama nti gak di lanjut, nggu masa aktif hbis",KM2210,0,1
done kak terimakasih,KD1161,0,2
Iaa baik. Kk,KN0617,0,4
tpi 1 aplikasi bisa buat bayar 2 no id kan?,KT0611,1,3
Sudah kak tetap ga bisa,"KJ2351, KT1412",0,2
Minta tlg ka soalnya utk kos2an,"KJ2351, KT1412",0,2
"Mbak, apakah klo beli STB lagi masa jangka waktunya sependek ini y? Karena saya dulu beli di Mas yg teknisi juga.",KT1458,0,1
Mas kmren q ngisi 3 Alfamart g bisa..,KP1228,0,2
