message,kode_user
Ada price list untuk nambah kecepatan ?,JT0559
Trus 30mbps cuman 130rb dan yg 15bps 99rb apa bener itu,KT1810
belum ada notif kak,KT2088
Kak ini udah ada org d rmh,KI3018
Trus ada biaya pemindahan nya gk kak,KM3320
di kapten naratel juga jual perangkat yg di tv kah kak,KP2231
pilihan yambahan ini,STKT0018
iyaaa itu yg gule kepala ikan,
Bisa kak skrng,"KI0718, KI2535, KI2537"
Udah d restat modem nya,KI3018
btw kak ini namanya boleh diubah ngga? soalnya lantainya kebalik,
Kos 73 Lantai Atas diganti jadi *Kos 73 Lantai Bawah* Pass: 12345678  Kertosentono 73-L2 diganti jadi *Kos 73 Lantai Atas* Pass: Kertosentono 73,
Terima kasih pak,KT2072
Dari td wifi cuma nyala 3 lampunya,"KM0145, KM1809"
jadi kaya gini 🙏🏼,
"Ok kak aini, cukup, terima kasih",KJ0812
Iyah kak boleh,KI1628
Hooh kak sekalian kalo bisa,KI1628
ID Pelanggan   : KJ1967 Nama Pelanggan  : Jumiati Tamo Inna,KJ1967
Siap Untuk saat ini sudah kak,JT0340
Ohh nanti ya kak..soal nya masih kerja,
Untuk reguler apakh grtis biaya pmasangan,STKP0027
ID Pelanggan : KM2231,KM2231
"Rumah ku jalan dr Wahidin kak,",
Internet nya blm bisa ya,KI3018
Bntr kak ya... Saya mau tlp mas saya dl,KM3320
Iya d coba,KI3018
Setelah d restat dr sana apa perlu saya matikan modem nya lg ka?,KI3018
kak maaf gak bisa bayar setelah pasangan ya?,KT2088
Terkait ini kak,KT1527
Soalnya mau d pinah k rumah mas saya,KM3320
Ok ga d matikan kok,KI3018
Say tunggu arahan dr kk aja kl gt,KI3018
e kak wifinya kok ga bisa di sambung ya,STKD0005
Yg tulisan internet mati kk,KD0244
nanti saya bayar melalui teknisi saja kak setelah pasangan,KT2088
kira2 kapan bisa d pasang,KT2088
serkang bisa kak,KT2088
ada tulisan radius server not responding,STKD0005
kak kalau bisa jadwalnya psang skrng ya kak🙏,KT2088
Sdh sy cabut pasang msh gk bisa,KD0244
Semenjak tadi pagi,KJ1326
Aku an fazay,KJ1326
Apakah berkenan saya bantu arahkan kak untuk download aplikasi Kapten Naratel?,KT1527
"Oohhh begitu, okey kak",KI1628
"kira"" kapn min di proses",KT2089
baru satu yang nyambung,STKD0005
Kayaknya sebelum nya kalau ada kendala pakai nomor TLP suami,KJ1326
Ini benar dr kapten?,KI0326
Depan masjid al ihsan ya kak,"KM2240, KP2041"
"selamat pagi  Saya,Azmy fachrul azizi  Field Support dari Kapten Naratel, ingin melakukan kunjungan ke lokasi Kakak untuk menjelaskan mengenai aplikasi baru Kapten Naratel.  Dalam kunjungan ini, kami ingin memperkenalkan fitur Turbo, di mana Kakak berkesempatan mendapatkan *GRATIS +5 Mbps tambahan!*  Apakah Kakak bisa ditemui hari ini?  Mohon konfirmasi kesediaannya untuk menerima kunjungan  dari kami. Terima kasih banyak atas perhatian dan waktunya   Salam, Azmy fachrul azizi  Field Support – Kapten Naratel",KI0326
Boleh tolong dikirim ulang VAnya,KI0326
paket yang 10 Mbps min,KT2089
Iya gpp soalnyabsuaminsering keluar kota jadi g begitu tau ada gangguan 😁🙏,KJ1326
belumm ada minnn,KT2089
Ini sdh kita lakukan selama sebulan ini,KI2837
maaf kak kalau untuk pemasangannya jangan sampai lewat jam 3 ya🙏 soalnya nanti jam 3 saya kluar kak kalau bisa jam 11:00 sd psang ya kak,KT2088
Oh iya kah,KJ1326
Minta yg briva,KJ1326
Astaga baik sya bayar🥹,KJ1326
ini masalahnya saya ga bisa konek wifi 😭,
Slamat siang kak,
Selamat siang Mau tanya apakah bisa pasang internet di pasar Blimbing  Terima kasih,
"Iya, itu dulu yg daftarkan adik ipar saya yg saya serahin nungguin kos, sekarang saya sdh pensiun saya pegang sendiri, monggo kalau mau diganti nomer tlpnya, atau tetap aja jg gpp",KI1337
Kau aku rencana mau pasang wifi,
Boleh kiat pricelist nya,
Sdh bayar via wondr.... ☝🏼 Tapi maaf br tau saya...ternyata blm berhasil... 🙏,KI1337
Iya kak... Sudah aktif wifinya🙏🏻🙏🏻,KI1581
A/ n Muchlas ya..,KI1337
bedanya paket superstar sama kapten apa kak,KJ0768
"Halo, dengan Aini Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Kelurahan: penanggungan  Share location: Tahu Kapten Naratel darimana: tetangga     Terima kasih 😊",KI3372
Min mau memperpanjang,KT1952
Apakh grtis biaya pasangnya,STKP0027
Saya telah berhasil mengirimkan Rp177.500 ke rekening kamu melalui SeaBank.,KT2089
Bntr ya ka org drmh nya lg keluar beli makan,KI3018
Knpa ya saya transfer via wondr ditolak terus...  Apa tdk ada yg mandiri atau bri,KI1337
bisa gak min di pasang hari ini?,KT2089
Wf denga kode kd1454 atas nama abdul rozak,KD0125
terimakasih banyam ya,KP1670
tidak apa2 kak,KP1670
https://maps.app.goo.gl/eSNUGVPX8PGLmXKw7  tetangga ini Kak,KP2231
Bukan ditoko kelontong,"KM2240, KP2041"
Rencananya mau pasang tpi jika gk bisa ya gk jadi,
Di gedung ini kak,"KM2240, KP2041"
Apa masih bisa,KD0125
Yg ada tulisannay satuan pelayanan pemenuhan gizi,"KM2240, KP2041"
Kirim alamat pembayaran min,KT1952
klo bayar di alfamart bagaimana,"KD0123, KD1721"
Kak info promonya,STKP0027
Kirim rek pembayaran min,KT1952
"Untuk pembayaran wifi nya kok blm BS ya,ke alfa troble  ke BRI jg gak BS,kok rpt amat ya",KI1115
Halo! Saya sudah transfer ke rekening bank BRIVA kamu sejumlah Rp197.500 lewat Flip.  Mau ikutan hemat biaya transfer?  Download Flip di https://flip.id/s/rerqv3768,KT1613
Saya brsn coba lewat BRI jg tdk berhasil,KI1337
Gimana cara dpt kodenya kak,STKP0027
"Untuk total pembayaran berapa,?","KM2240, KP2041"
Untuk yg 100mbps bener 150 kh,STKP0027
Ini yg sdh bbrp hari lalu,KI1337
Yg brsn saya coba yg BRI tp tdk saya simpan,KI1337
Lo nominalnya naik kah....?,KI1337
"Masalahnya ibu gak gaptek,JD langsung byr Alfa gak BS y ini",KI1115
saya pasang 4 id kak yg saya komplain atas nama irfai id KT0932 ambil yg 15mbps,"KT1920, KT2091"
Itu blm dg biaya admin,KI1337
Masih blom nyala wifinya,JT0281
sudah cukup ka,KT2089
"Dear Sobat Kapten,  ID Pelanggan: KI1117 Nama: Puji Astutik Paket: 5 Mbps Jatuh Tempo: 15 September 2025 Total Tagihan: Rp 114.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000003631 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",KI1897
Nomer virtual account brpa....?,KI1337
Ribet gak bisa,KI0468
Adaptor sudah nancap,JT0281
modem utama bermasalah tdk ada internet kalau pararel mya lancar,"KT1920, KT2091"
Mau bayar di briva GK biss,KI0468
Siang kak Saya mau bayar tagihan tetangga saya kok tidak bisa ya ?,KI1897
"Nama, alamat gtuu bisa diubah juga kah?",KI1628
"Srg trobel, sblah rmh 10 mpbs jg srg trobel",KI3372
UD gak saya sambung,KI0468
Pemasangan baru apa hnya beli modem 300k itu kak? Apa ada biaya lain lagi?,KI3372
Paket superstar 200 mbps,"KM2240, KP2041"
sebentar kak aku masih kuliah nanti tak konfirmasi,STKD0005
Maaf tdk bs masuk nomer tdk dikenal...,KI1337
Oh jadi saya bayarkan milik tetangga juga bisa ya ?,KI1897
klo promi yg 150Mbps itu kak gimana?,
Saya sudah instal kok kak🤗,
10 Mbps cukup,STKP0027
Saya cabut malah begini,"KM0145, KM1809"
"Masih mba, sampai saat masih terpasang",
"Kalo bisa di ganti aja Qaishum Nadhilah, jl. Bunga Kumis Kucing Dalam No.45, rt rw nya sama kak Rumahnya sebelahan. Cmn bulan depan ibu kos sy pindah🫠",KI1628
Masih belum bisa internetnya,KJ1326
Klo yg promo 100 mbps,STKP0027
"Siang,apa sedang ada gangguan internet?🙏",JT0605
"kira"" jam berapa ya min bisa masang",KT2089
"Kak, sekalian mau tanya bedanya superstar sama reguler apa ?",JT1177
it kak bukti tfnya,KT2088
Hrga brpa 10 dan 100 kak,STKP0027
Saya mau pembayaran,KI2798
Tp virtual tidak bisa,KI2798
Okk kak bntr yya,STKP0027
"Daftar akun di aplikasi, eror terus",KI2798
Bisa dibantu virtual baru?,KI2798
Kak.. info cara bayar wifi,KM2005
Ini brp kak,STKP0027
Bisa psang kapan ini?,"KM2240, KP2041"
kak mau komplain,"KT1920, KT2091"
Klu pakek briva kode e apa,KT1179
Salah kd e,KD0125
Yang du bengkel,KD0125
oke min dah bisa,
Ini gangguan internetnya di tempat saya saja atau lainnya juga ya?🙏,JT0605
Ohh oke kak,KI1897
Apa perlu teknisi datang?,KI3018
100 Mbps bisa lagsung kh kak,STKP0027
Aaya coba dulu ya kak,KI1897
kali jam 2 gak bisa ta min,KT2089
soalnya saya berda di kampuss,KT2089
iyaa min kalo bisa jam 2 aja,KT2089
Yya untuk 100mbps apakh ada syarat tertentu,STKP0027
siapp kak nanti kalo saya sampai rumah ta kabar in,KT2089
Klu mau pasang baru di daerah sumbersari apa ada promo kk?,KI3031
Terkait modem grtis apa beli dulu yg paket superstar,STKP0027
Kak mau minta virtual akun,
Mau bayar wifi,
Berapa kk paket termurahnya?,KI3031
id pelanggan KT1920 tidak ada internet kak dan sering ilang ilangan sinyal nya dari kemarin,"KT1920, KT2091"
oke siap kak,
Minta nomer virtualnya,
"Selamat siang maaf  Dr semalam saya mau bayar wifi pakek no BCA tidak bisa, saya sdh download Apl naratel sdh bisa sdh masuk, begitu kluar mau masuk lg gk bisa, padahal pasword dan no HP sm In gmn?? 🙏🏽🙏🏽",
Ini sudah gak bisa,
Kak mana nomer virtualnya,
Perbedaan nya apa kk?,KI3031
Belum.. emang ada?,JT0833
Jadi modem harus byar lagsug.... Untuk modem dibyar perbulan apakh tdk bisa,STKP0027
"Sudah sdh download saya,,, td sdh bisa masuk, ini mau bayar ke Alfamart kesulitan saya, karena mau masuk Apl nya, padahal pasword ms sama",
"Cukup,saya tunggu teknisi datang,terima kasih🙏",JT0605
Kalo ada modem sendiri,STKP0027
In td saya sdh bisa masuk,
Mau masuk lg saya kesulitan,
Klu mau pasang reguler hari ini apa bisa kk?,KI3031
Nomer idnya kt0537,
Gak bisa nomer virtualnya sudah ekpaet,
Nomer virtualnya kak kirim in,
Sdh saya td pakek pasword  it,
rencana gak banyak sih Kak 3 hp dan 1 tv,KP2231
Org drmh cm sampe jam 1 ka,KI3018
kalau disini bisa nanti saya daftar kak,
Di lihat di mana kak,KJ2049
Yang ini lho,KD0125
Gmn ka ada updateM,KI3018
Saya mau bayar kok Ndak bisa ya,KI2821
Pake BCA fitual account nomer diatas Ndak bisa,KI2821
A/n siapa ini....,KI1337
A/ n siapa...,KI1337
Biasanya TF BCA bisa,KI2821
S3lat pagi kak,JT0956
Lo bkn yg dikirimi an siapa...,KI1337
Selamat pagiiii kak,JT0956
Maksud saya no bank diatas itu anas nama siapa....  Krn saya coba bkn atas nama PT naraya,KI1337
ini yg lemot router utama kak kalau yg pararel nya malah lancar,"KT1920, KT2091"
Yg ini kak,KI3372
Oo ya SDH bisa terimakasih,KI2821
Itu a n siapa..,KI1337
Itu jg a n siapa...?,KI1337
Alamat Pemasangan : Jl. KH AHMAD DAHLAN RT 005 RW 002  Gang Ledok  Kelurahan : POHJENTREK  Share location :,KP2231
"kak saya mau pasang wifi, 10Mbps",
Saya daftar di aplikasi ini terkendala Pasword  tidak Bisa terus Padahal ada Huruf dan Angka Saya Mengunakan HP Android,
"perempatan lampu merah rs purut ketimur ada pertashop, rumah 2 lantai samping pertashop",
Gak bisa kak,KI1897
"Permisi kak mau tanya , apa perbedaan berlangganan menggunakan PAKET KAPTEN , dengan PAKET SUPERSTAR ? Jika mau berganti dari paket kapten ke paket superstar apakah harus membeli modem lagi ?",KI0627
sudah di copot 15 menitan,"KT1920, KT2091"
"- Alamat Pemasangan: Jl. Sultan Agung IV No.30, RT.005/005, Kel. Purutrejo,Kec. Purworejo - Kelurahan: Purut rejo - Share location: - Tahu Kapten Naratel darimana:  pelanggan naratel (mas fuad tamanan)",
sudah kak tadi tapi tetap lemot,"KT1920, KT2091"
Sudah saya TF kak..untuk pembayaran wifi,KD0297
"kak wifinya ga bisa, udah coba saya cabut modemnya, apakah bisa minta tolong di cek?",
ini id pelanggannya Kholis Athoillah ID Pelanggan : KI1085,
"[7/9, 00.15] Ferederikus baik😇: Kak ini wifi nya lemot 🙏🙏 [7/9, 00.15] Ferederikus baik😇:   KT1856",KT1856
"Okey kak baik, sm tutor ganti passwordnya ya kak. Maaciw",KI1628
Wifi mati ya,KI2758
Nek rumahku gak Isa pakai...dah dicabut bolak balik gak ad internet,KI2758
ini jg yg pake dikit karena pada kuliah,
"Masih terkendala Kaka,,maaf aku masih dikampus",KT1449
"ok siap kak, terimaksih",
G jadi katanya... Soalny ribet td waktu pendaftaran,KN0585
Bukan yang imi,KD0125
Mau pasang wifi yang 120.000,
Atau 20 mbps,
Pelanggan an sri suyati belum ada tagihan,
bisa minta nomor VA untuk pembayaran,KM1393
ID pelanggan k12758 ya,KI2758
Atas nama fajar indah Kurniawati,KI2758
Coba minta bantu dicek,KI2758
Maaf mau tanya.. Knpa hp bru mau nymbung wifi kok gk bza ya mbk tulisan nya msalah autentikasi,KI3148
"Saya coba install email lupa, jd tdk berhasil",KI1337
Saya mau bayar aja kok susah sih mbak.....!!bayarnya simple pk apa mbak... Ini orang tua gaptek bingung saya...😇😇. Dicobain semua gk berhasil,KI1337
Bs di tlp,
Alamat tirto rahayu gang 10 kak,
Langsung di bank pk virtual account Gap bisa kah...  Ini anak2 kos sdh teriak2 wifinya gk bisa....,KI1337
Hubungkan id pelanggan anda,KI1897
Sudah aku isi sesuai tapi gak bisa,KI1897
Klo yg hpa lain nya bisa kag nyambung tpi ini yg hp baru gak bza nyambung kag,KI3148
Knpa ya apa hp nya,KI3148
Kak sudah bisa,KI1897
Aku tadi keliru harusnya i,KI1897
Udah selesai byarnya,KI1897
kira2 pukul berapa ya?,
kak kok blm bisa ya wifinya 😭😭🙏🏼,
Sudah kak Makasih,KI1897
Iya bln kemaren transfer bisa,KI1337
Ada suami d rumah,JT1177
"Sy mau pasang wifi  di Jl. Kemayoran atas V blok AO. 4 vila g. Buring, Cemorokandang, Malang",
bahkan buat konek ke wifinya aja ga bisa,
udah saya restart,
"Sdh saya coba gk bisa, krn saya pakai BNI wonder",KI1337
Sdah kag smpek di restat tpi tetrp aja,KI3148
Tpi klo hotspot pke hp bisa,KI3148
Tulisan nya gtu kag,KI3148
"sudah tadi kak, tapi ini masih ga bisa",
untuk pemasangan interney d jl Trunojoyo 46 Klojen apa bisa ya ??,
Layanan fast respon dan mudah dipahami,KI1897
Ada modemnya sendiri berarti ?,KI0627
Kayak nya bener kag,KI3148
Soal nya agak lupa seh kag,KI3148
Bank tujuan yg dikirim tetap BCA ya....,KI1337
Sudah terbayar kan,KD1652
Mau pke barcode hp nya gak bza pke barcode,KI3148
"Mbak d rmh waifi ID ,G10084 An ,edi teguh santoso, waifi ada kendala waifi gak bisa,hanya ada tanda  kedip2 merah",GI0084
Bedanya dengan paket kapten apa ?,KI0627
Lo katanya bca....?,KI1337
Ok tak coba yg bri,KI1337
Ini lewat transfer biasa apa VA,KI1337
Gk bs via telpon kah...,KI1337
Oh iya kag sdah bisa kag mksih maaf sebelum nya merpotkan,KI3148
Biar bs ditelpon mbak...,KI1337
sudah bisa kk,STKD0005
"Ndak....sampean kasih tutor yg pasti satu aja.... Td tutornya BNI, saya ikuti di sesi terakhir kirim ke no. Rek BRI NO.....",KI1337
Sbg info saya bs kirim via BNI& BRI,KI1337
"Saya tdk kosan, saya di Jl. Andromeda no. 8 Silahkan kl berkenan",KI1337
hallo min mau nanya kalau pasang wifi itu ada tambahan biaya kah?,
Gmn daerah itu bs dipasamh ga,
Terima kasih kak  Udah ngak lemot lagi 🙏,KJ1967
Pake cara via tranfer di situ keluar no id tidak ditemukan,
Padahal nomor id uda pas di ketik,
Baik terimakasih 🙏🏻,"KJ2206, KT1766"
"Pertanyaan saya blm dijawab, utk PT Naraya telematika pembayaran bisa bank mana aja..?",KI1337
Perpanjangan menggunakan no VA bri.,JT0970
iya kak yg modem utama saja yg bermasalah semua perangkat yg terhubung di modem utama kak,"KT1920, KT2091"
BRI...Sdh saya coba nomer ditolak,KI1337
Mau cek tagihan,
Nomernya spt yg lama... ☝🏼,KI1337
Okey kakak mksh yaaaaa,KI1628
Kak boleh d bantu untuk masuk k link Anisa Nurul alfiah,KM3970
Kebetulan link nya terhapus,KM3970
Kak mau tanyak... Ini kan ZTE terbaru F660,KI1628
iyaaa kak ini dari kemarin nunggu :),
Saya pasang ditanggal 25 saja deh kalau gitu,KN0628
Ini va BRI yg dituju spark pay ya..... Jumlah 177500,KI1337
ngga bisa daritadi kak,
Ini bukti pembayarannya,KI1337
Sy mau bayar langganan internet dg VA BCA....tertera jumlh tagihan 178000 tetapi sy ragu..nama perushnya  BUKAN Kapten Naratel tetapi Sparkpay. Mohon konfirmsi apa mmg benar spt itu ?,KI2757
Apa masih masih gratis instalasi?,KN0628
Saya mau ganti sandi wifi kak tapi untuk https terhapus apa bisa d bantu,KM3970
oke ka makasih kalau boleh besok aja gpp kak teknisinya kesini,"KT1920, KT2091"
Kenapa ni kak,
Cara nya kak,
Maaf kami gak paham,
Password awal: BUAH45FROZEN  Yang baru Anjaywak12345,KI1628
Yg tertulis nama perush hny Sparkpay TANPA nma sy,KI2757
Saya mau bayar tidak bisa karena Nomer Account belum ada,"KT1258, KT1310"
Wkwkwkwk A depannya gede ya kak,KI1628
Blm saya perbarui...,
sudah kak makasih,JT0296
Pembayaran bulan sept,KJ0495
sudah off on lagi ga bisa,STKN0014
Apa yang ini kak,
Untuk link  aplikasi nya kk,KI3031
Brti modem wajib dual band yaa kak,STKP0027
Permisi tutup kantornys jam brapa,JT1053
Yang di sawojajar,JT1053
oh saya posisi d Blitar,
"Maaf kak,boleh minta no brivanya lagi?soalnya ini nggk bisa kak🙏🏻",KT1255
"Assalamualaikum kak, mohon maaf mengganggu. Boleh minta no brivanya yang baru",KT1255
Kami mau beli paket wifi,KT1255
Iya kak maaf aku msh blm di kitim shareloknyaaa,JT0956
Ok saya tanyakan dulu ke anak2 ya,KI1337
Sudah saya bulan kemarin byar di kantor,JT1053
Sudah ditunggu ya kak saya lg mencairi kekurangnnya,JT1053
Sudah pemasangan Kaka,"KN0550, KI3173, KT2067"
"Okey kak, terima kasih bantuan nya",KT1255
BRI > 57889310010983985,KT1255
"Dear Sobat Kapten *Ceacilia Irmina Bora,* 📌 Abaikan pesan ini jika Anda sudah melakukan pembayaran.  Berikut adalah detail tagihan layanan Anda: ID Pelanggan : KT1255 Paket Layanan : 10 Mbps Harga Paket : Rp 175.000 Jatuh Tempo : 1 Juli 2025  - Pembayaran dapat dilakukan melalui transfer ke Virtual Account BRI dan Mandiri, atau secara tunai di Alfamart dan Indomaret. - Pembayaran akan otomatis diperpanjang oleh sistem tanpa perlu konfirmasi. - Jika dalam 20 menit setelah pembayaran Anda belum menerima notifikasi sukses, silakan hubungi kami untuk konfirmasi lebih lanjut. - Nomor Virtual Account (VA) akan berubah setiap bulannya. - Total tagihan di bawah ini sudah termasuk biaya admin layanan.  🟢 *BRI Virtual Account (BRIVA)*   Total Tagihan : Rp 177.500 Biaya Admin : Rp 2.500   Nomor VA : 5788-9300-0060-1122-5 a.n. KT1255 Ceacilia Irmina Bora  🟡 *Mandiri Virtual Account*   Total Tagihan : Rp 177.800   Biaya Admin : Rp 2.800   Nomor VA : 8889-8100-2178-034   a.n. KT1255 Ceacilia Irmina Bora  🔵 *Pembayaran via Alfamart*   Total Tagihan : Rp 180.000   Biaya Admin : Rp 5.000   Kode Pembayaran : 1001447514112   a.n. KT1255 Ceacilia Irmina Bora  🟣 *Pembayaran via Indomaret*   Total Tagihan: Rp 180.000   Biaya Admin : Rp 5.000   Kode Pembayaran: 447514111   a.n. KT1255 Ceacilia Irmina Bora  📘 Panduan pembayaran selengkapnya dapat diakses melalui:   🔗 https://pembayaran.kaptennaratel.com  Apabila ada keluhan dan kendala layanan, silakan hubungi customer service:   📞 +62 882-1202-2222  Terima kasih 🙏🏻",KT1255
"ini gimana ya kak? masa dari kemarin ga bisa, ini rugi saya pakai paket data terus udah hampir seharian lohh",
Bolh minta tolong di buat seperti ini y kak,KT1255
Tadi saya d kasih tau sama admin nya cara masuk k👆🏻tapi kok gak bisa,KM3970
saya minta panduan nya kak,KM3970
Setelah masuk k google crom itu lalu harus login k mana,KM3970
nggak ada kk Terimakasih,STKD0005
Setelah masuk k sini lalu tekan apa ya kak,KM3970
Setelah tekan ini lanjut tekan apa,KM3970
"Okey kak, terima kasih bantuan nya",KT1255
Ok sdh bagus.. 👍,KI1337
Sudah tidak kak. Terimakasih,"KM0145, KM1809"
Paket saya itu kapasitas berpa ya...,KI1337
Udah ngak ada kak  Terima kasih 🙏,KJ1967
"Sudah kak, sudah kami bayarkan melalui Aplikasi",KP1453
Yg muncul ini kak,KM3970
Mau tanya info pemasangan,
Wifi gk bisa,"KM2760, KP0525"
Jam bebas kk..,KP2228
Biasanya enak kok kak,"KI0718, KI2535, KI2537"
Dgn penghuni sama,"KI0718, KI2535, KI2537"
Mohon kode billing via bca untuk tagihan ID : KN0168,KN0177
Buat buka aplikasi,"KM2760, KP0525"
Ke sini kah,KM3970
Karena pakai VA ini 13385010061 tidak ditemukan,KN0177
Tadi sudah coba tapi GK bisa buka,KM3970
ini id pelanggannya Kholis Athoillah ID Pelanggan : KI1085,
GK bisa kak sudah beberapa kali saya coba,KM3970
"Iya baik ,segarah ditunggu kk",
"Kak gmn ini byr Wifi-nya,byr ke BRI nya kok msh blm bs",KI1115
